,LSOA11CD,SEC1_chg,SEC2_chg,SEC3_chg,SEC4_chg,SEC5_chg,SEC6_chg,SEC7_chg,hseP_chg,inc_chg,owned_chg,socRent_chg,pteRent_chg,inc_01,hseP_01
0,E01000001,3.87,6.84,1.77,1.15,0.14,0.58,-0.11,102.5066823,43.58974359,-9.59,-0.46999999999999986,5.720000000000001,45.63,245.424
1,E01000002,5.28,2.11,2.5,0.77,0.3,-0.77,0.27,125.0,47.43162108,-8.96,-3.2600000000000002,8.52,44.97,235.0
2,E01000003,3.29,4.69,-2.0,2.02,-0.03,-0.39,1.37,76.31578947,49.02284613,-0.3099999999999996,-5.12,3.2300000000000004,36.33,190.0
3,E01000005,0.24,4.69,0.92,3.2,2.14,1.67,2.64,118.1818182,48.23977165,1.13,-4.99,2.1500000000000004,31.53,137.5
4,E01000006,1.49,-3.7,-2.51,7.87,-1.49,0.55,0.88,287.5,44.91654021,-12.34,-7.46,20.720000000000002,26.36,60.0
5,E01000007,1.79,0.91,-0.03,5.21,-3.7,3.69,-2.59,67.44631087,47.64679516,-6.39,-21.25,24.040000000000003,22.31,75.248
6,E01000008,0.07,-2.57,-2.11,1.92,-1.89,0.72,0.36,144.62809919999995,42.79872785,-2.0,-5.91,7.16,22.01,60.5
7,E01000009,-0.25,-1.06,1.69,1.45,0.01,2.79,0.99,128.5756419,40.86365454,-16.58,-6.08,21.9,25.01,108.498
8,E01000010,6.75,3.19,-0.81,1.76,-2.5,-1.5,-1.64,58.88888889,54.74934037,-16.119999999999997,-16.43,30.97,22.74,90.0
9,E01000011,0.27,-3.98,0.22,3.93,-1.56,-0.78,1.83,103.8095238,44.64285714,-15.7,-8.68,20.209999999999997,24.08,105.0
10,E01000012,-1.6,-0.97,-5.18,5.89,-2.45,1.55,3.41,109.0909091,41.75409148,-16.15,-1.7299999999999986,17.22,23.83,55.0
11,E01000013,0.57,2.31,-1.21,6.25,-0.09,4.57,2.03,107.7419355,47.64234875,-14.51,3.04,10.860000000000001,22.48,77.5
12,E01000014,1.61,0.75,2.77,3.49,-1.65,2.29,3.91,125.3424658,42.95039164,-4.42,-7.97,11.6,22.98,73.0
13,E01000015,0.1,3.6,1.12,4.69,-2.24,-0.93,1.59,93.58974359,45.17857143,-17.5,-10.32,21.130000000000003,22.4,78.0
14,E01000016,0.44,3.31,0.3,3.33,-1.04,4.76,3.99,114.3846898,47.37762238,-7.34,-1.62,8.31,22.88,76.498
15,E01000017,2.32,2.76,1.98,4.41,-0.7,-1.13,1.86,124.9190939,47.59358289,-2.74,-4.93,7.47,22.44,77.25
16,E01000018,1.8,2.57,2.17,2.85,-0.45,0.49,2.98,92.19219219,47.702407,-5.24,-1.8100000000000003,6.05,22.85,83.25
17,E01000019,-0.83,-1.66,5.56,4.32,-1.76,0.91,1.95,137.5,44.33121019,-6.890000000000001,-3.42,9.31,23.55,80.0
18,E01000020,-0.75,3.65,0.69,4.35,-2.6,0.04,3.19,122.2222222,48.972453,-4.77,-2.9200000000000004,4.9399999999999995,22.87,81.0
19,E01000021,0.19,-2.29,0.3,3.53,-1.22,1.06,3.6,107.5471698,35.27918782,-14.799999999999999,-0.2100000000000002,11.440000000000001,23.64,79.5
20,E01000022,-0.92,-0.65,1.73,4.68,1.19,2.38,0.12,130.0153344,43.08267553,-10.350000000000001,0.07,6.97,24.07,74.995
21,E01000023,2.37,8.89,2.26,7.68,2.02,8.64,5.75,168.6273063,40.39328144,-5.43,-8.32,11.440000000000001,24.41,67.75
22,E01000024,0.25,-0.19,0.12,4.98,-0.58,5.63,1.3,130.7692308,42.59805989,-7.41,-2.96,9.45,23.71,78.0
23,E01000025,1.82,2.67,2.08,4.39,-0.68,3.02,0.18,153.33333330000005,46.08733247,-5.109999999999999,-3.5999999999999996,8.35,23.13,75.0
24,E01000027,2.94,2.47,4.72,5.04,-1.06,6.04,1.57,100.0044445,50.71329959,-2.9499999999999997,-1.37,2.9299999999999997,21.73,89.998
25,E01000028,-0.7,0.61,3.7,3.4,-1.48,5.02,3.39,69.64689635,40.80638015,-5.07,-3.5,4.799999999999999,22.57,83.998
26,E01000029,1.46,1.7,4.11,4.54,0.2,3.37,1.44,127.4418605,36.27300613,-1.0099999999999998,-2.3,2.83,26.08,107.5
27,E01000030,1.5,2.61,0.65,3.96,-3.15,6.77,1.89,168.90756299999995,46.00917431,-5.68,0.27,4.67,21.8,59.5
28,E01000031,3.32,-1.03,0.14,1.74,-0.39,5.06,1.84,50.85470085,36.1041741,-9.690000000000001,0.29999999999999993,8.370000000000001,28.03,117.0
29,E01000032,2.98,0.76,6.13,2.69,-1.93,1.16,-0.13,132.83582090000002,41.5787417,-7.49,-3.33,10.01,25.59,100.5
30,E01000033,-0.09,2.29,1.15,4.29,-2.4,1.71,2.18,100.0,45.01289768,-2.9400000000000004,-0.6399999999999997,3.38,23.26,82.5
31,E01000034,1.84,0.35,6.03,3.97,-2.46,0.87,2.45,69.81132075,43.08238076,-2.8899999999999997,-1.56,4.51,25.37,106.0
32,E01000035,-0.04,2.23,2.1,4.23,-2.77,0.35,1.11,114.0625,43.2922128,-7.209999999999999,-0.25,6.05,25.94,96.0
33,E01000036,-0.21,3.47,0.09,4.51,-1.62,1.56,-1.13,104.7619048,47.2998851,-7.6899999999999995,-1.7399999999999998,9.0,26.11,84.0
34,E01000037,0.05,-2.31,2.63,2.51,1.64,0.18,2.08,84.83412322,41.54437456,-1.0800000000000003,-2.8099999999999996,3.03,28.62,105.5
35,E01000038,0.69,0.46,3.45,3.31,-0.87,4.24,3.59,93.48667333,40.57121933,-1.8200000000000003,-1.45,3.23,27.31,114.995
36,E01000039,-0.25,-1.68,2.49,3.1,0.64,2.7,2.92,71.56862745,31.4701897,-8.14,-1.14,8.37,29.52,102.0
37,E01000040,0.84,2.77,1.65,3.62,1.33,2.72,0.76,140.39087949999998,53.35769758,-0.77,-7.38,8.32,21.89,76.75
38,E01000041,2.12,3.33,-0.31,4.42,-2.63,1.17,1.18,116.5562914,47.83759929,-5.49,-3.6599999999999997,8.649999999999999,22.66,75.5
39,E01000042,0.68,2.43,-0.19,3.59,-0.14,2.03,2.02,144.8036952,44.51410658,-10.95,-4.59,13.92,22.33,64.95
40,E01000043,0.44,-3.87,1.47,3.71,-1.83,3.02,3.8,152.9216815,43.35139642,-3.1,-6.46,9.260000000000002,23.99,85.995
41,E01000044,-0.03,-7.49,0.76,6.02,-1.61,2.56,2.78,124.3589744,38.54289072,-13.870000000000001,-1.25,14.010000000000002,25.53,78.0
42,E01000045,2.04,2.06,-1.52,2.45,-0.48,4.06,1.35,105.92105259999998,47.63762462,-11.559999999999999,-3.35,14.07,23.07,76.0
43,E01000046,-0.05,-1.26,0.65,5.37,-0.24,3.42,0.04,103.021148,41.18651302,-7.94,-2.3999999999999995,10.360000000000001,23.43,82.75
44,E01000048,-0.83,-1.85,2.25,2.45,-3.17,0.49,2.27,134.86735349999998,49.18205805,-4.52,-0.97,5.04,18.95,52.998
45,E01000049,-1.04,1.12,0.33,2.99,-1.73,-0.24,2.0,83.28673501,49.72513743,1.26,-7.58,4.47,20.01,80.475
46,E01000050,0.89,-0.1,-0.12,4.77,-1.07,-0.2,2.5,156.4619,44.59945995,-10.969999999999999,0.75,9.09,22.22,74.475
47,E01000051,0.04,-1.21,-0.44,2.26,0.28,1.64,-0.49,160.2168474,47.83966684,0.7799999999999999,-8.84,3.16,19.21,59.95
48,E01000052,-0.76,-2.41,1.26,5.85,-1.17,0.77,2.54,109.5069308,39.66552316,-13.23,-1.05,13.49,23.32,78.995
49,E01000053,0.16,0.22,-0.31,5.48,-2.01,3.44,2.49,141.66666669999995,38.2045929,-15.19,2.01,13.34,23.95,60.0
50,E01000054,0.95,2.18,3.57,2.41,-0.01,2.59,1.44,119.9974194,51.86170213,-7.74,-2.6700000000000004,9.47,22.56,77.5
51,E01000055,0.98,0.43,0.98,5.4,-2.19,3.54,2.03,115.7894737,50.10969724,-3.59,-7.62,9.75,22.79,76.0
52,E01000056,-0.51,1.66,2.23,2.4,-3.72,1.92,5.17,106.57894740000002,47.15588363,-8.44,-5.2700000000000005,11.86,23.03,76.0
53,E01000057,0.13,2.83,2.91,3.13,-1.03,1.17,-0.11,118.5430464,49.5154185,-9.4,-3.2799999999999994,6.7299999999999995,22.7,75.5
54,E01000058,1.18,6.06,1.79,4.24,-2.65,-1.79,1.0,121.5189873,58.33716123,-7.489999999999999,-10.729999999999999,11.54,21.77,79.0
55,E01000059,1.6,-0.3,3.35,1.1,-1.02,4.27,1.71,87.86422656,49.1087344,-4.859999999999999,-4.389999999999999,8.030000000000001,22.44,78.248
56,E01000060,1.06,3.34,2.53,4.21,1.39,-0.29,3.75,43.71257485,48.93809309,-5.21,-2.95,5.3100000000000005,22.13,83.5
57,E01000061,0.12,-0.67,0.9,0.43,-1.4,1.95,4.6,167.237931,36.37640449,1.8499999999999996,-3.25,0.5099999999999999,21.36,58.0
58,E01000062,3.08,1.92,0.42,1.3,0.57,3.3,0.94,121.5189873,47.2392638,-6.210000000000001,-1.6500000000000001,6.8,22.82,79.0
59,E01000063,-0.73,0.16,2.85,4.43,-0.14,3.8,3.38,104.3877742,43.98775689,-0.8700000000000001,-6.75,7.279999999999999,22.87,79.995
60,E01000064,1.9,2.45,1.08,3.58,-2.66,0.76,3.75,121.425974,43.38202745,-8.219999999999999,-3.5000000000000004,9.36,22.59,77.0
61,E01000065,1.05,2.58,5.69,5.44,-2.09,0.09,2.35,127.4111675,41.09403255,-9.0,-2.51,10.360000000000001,22.12,73.875
62,E01000066,0.25,-0.98,-1.47,5.29,-2.37,4.17,1.1,96.55172414,35.31044051,-7.569999999999999,-1.11,7.23,28.83,116.0
63,E01000067,2.38,-3.8,-1.23,2.91,-2.57,2.89,1.4,103.2224806,33.86827148,-5.25,-3.69,7.35,29.91,129.0
64,E01000068,1.35,-3.61,-0.94,2.64,-0.39,3.41,1.04,90.38461538,43.60746372,-10.71,-2.74,11.73,28.94,130.0
65,E01000069,0.9,-2.83,-0.93,2.44,-1.43,-0.16,1.43,111.2577307,35.91390941,-9.4,-0.8600000000000001,8.879999999999999,31.13,135.498
66,E01000070,-1.36,-1.23,-0.7,5.2,-0.37,1.69,2.39,89.28571429,31.59411012,-6.880000000000001,-1.16,7.210000000000001,31.24,140.0
67,E01000071,0.46,-2.54,-1.37,2.19,-0.73,2.38,1.5,131.90055,30.26444662,-18.33,3.8099999999999996,13.38,30.63,115.998
68,E01000072,0.09,-0.37,1.6,2.12,0.27,1.89,2.55,111.9261437,36.23188406,-14.239999999999998,-0.629999999999999,13.57,22.77,75.498
69,E01000073,1.64,2.17,0.76,4.83,-1.76,3.52,2.96,114.8038594,49.36936937,-7.5,-6.55,12.31,22.2,70.995
70,E01000074,0.8,0.72,3.91,5.11,-0.37,2.33,1.55,120.793558,45.4784899,-6.07,-5.45,10.26,22.78,76.995
71,E01000075,1.25,3.06,2.2,3.05,-1.04,1.55,1.75,158.67507890000005,48.02977233,-1.4,-7.18,7.77,22.84,79.25
72,E01000076,1.46,1.4,-1.28,3.12,-0.28,2.22,0.49,127.5167785,45.78422484,-5.74,-4.630000000000001,9.39,22.06,74.5
73,E01000077,0.66,-0.96,1.49,4.33,-0.14,4.38,1.78,121.3480899,39.42683456,-1.4000000000000001,-10.01,9.75,23.03,74.995
74,E01000078,0.18,-0.58,3.28,3.05,0.05,2.34,0.79,140.33333330000002,43.30534688,-9.23,0.6399999999999997,6.75,22.63,75.0
75,E01000079,1.19,3.21,0.39,3.26,-1.21,4.86,3.57,120.0,42.95774648,-7.590000000000001,-3.5200000000000005,9.790000000000001,22.72,72.5
76,E01000080,0.58,1.48,2.31,1.57,0.09,5.37,0.73,110.1847134,42.25165563,-5.05,-5.33,10.03,22.65,78.5
77,E01000081,0.03,-0.53,1.65,3.27,0.06,2.77,4.34,115.3476898,46.64902998,-8.0,-4.0200000000000005,11.1,22.68,74.995
78,E01000082,1.01,3.65,3.04,1.21,-1.2,3.48,-0.69,22.29299363,51.40781108,-8.23,-3.2199999999999998,5.68,22.02,78.5
79,E01000083,0.35,1.75,3.46,4.94,-2.35,4.56,-0.36,134.4155844,46.28393413,-4.64,-4.08,8.22,22.47,77.0
80,E01000084,0.02,1.37,3.96,3.4,-3.1,0.86,3.75,90.79754601,45.10822511,-8.06,-4.8500000000000005,12.319999999999999,23.1,81.5
81,E01000085,-1.08,-0.49,0.45,5.46,-2.14,4.69,3.06,102.7777778,40.02647838,-12.87,-0.5899999999999999,12.53,22.66,72.0
82,E01000086,0.51,1.88,0.57,1.81,-2.63,3.03,3.34,118.715501,50.32909171,-5.33,-3.51,7.66,22.79,76.995
83,E01000087,-0.23,-0.92,2.19,4.94,-0.99,4.21,2.53,91.47508994,46.70424978,-13.989999999999998,-0.7399999999999998,11.55,23.06,81.995
84,E01000088,0.55,2.87,-0.29,4.93,-3.39,-0.19,2.24,126.2987013,45.02234864,-20.130000000000003,5.4799999999999995,14.879999999999999,24.61,77.0
85,E01000089,0.01,0.83,-1.55,3.38,-1.07,1.44,0.74,100.0,40.45034178,-20.07,4.46,13.99,24.87,75.0
86,E01000090,-0.08,1.17,0.16,4.92,-2.19,1.28,-2.47,102.5641026,44.86552567,-18.66,0.09000000000000008,16.59,24.54,78.0
87,E01000091,0.43,0.74,0.39,3.96,-0.18,2.51,3.19,129.55974840000002,41.95032199,-7.200000000000001,-3.8100000000000005,10.53,21.74,79.5
88,E01000092,1.07,3.13,-1.93,4.05,-1.8,2.78,1.31,113.0177515,48.2347937,-16.06,-2.58,14.59,23.51,84.5
89,E01000093,0.22,-1.71,0.43,4.87,-1.91,4.61,0.18,177.7860085,46.52810581,-1.2800000000000002,-9.88,9.9,21.17,67.498
90,E01000094,0.04,3.55,-0.76,5.1,-3.18,-0.05,-2.95,69.51219512,46.16331555,2.5700000000000003,-23.82,18.66,24.37,82.0
91,E01000095,1.18,-2.75,0.59,3.38,-3.23,3.17,1.18,84.44229262,41.01960784,-12.790000000000001,-1.1800000000000002,13.4,25.5,86.748
92,E01000096,-0.63,-3.3,0.6,2.62,-0.91,3.17,0.66,90.0,36.63148637,-4.73,-2.8,7.07,22.74,80.0
93,E01000097,2.22,3.47,1.67,3.52,-1.81,0.54,2.86,108.75,45.60344828,-12.760000000000002,1.8199999999999994,10.31,23.2,80.0
94,E01000098,-0.12,2.79,1.55,3.87,-2.38,3.8,-0.46,107.4303406,42.42942686,-8.5,-6.27,13.85,23.38,80.75
95,E01000099,2.18,2.39,0.55,2.99,0.29,1.51,4.98,135.8974359,50.21701389,-8.65,-1.9699999999999998,8.99,23.04,78.0
96,E01000100,0.68,0.29,3.35,3.84,0.4,5.27,-0.4,112.9139073,47.40740741,-6.47,-2.6799999999999997,8.17,22.95,75.5
97,E01000101,0.93,3.91,2.33,-0.13,-0.5,6.03,2.94,102.5641026,46.65492958,-3.4400000000000004,-4.74,7.14,22.72,78.0
98,E01000102,0.57,2.67,3.9,4.42,-1.57,4.11,-0.1,110.8072048,47.41191823,-4.15,-3.7199999999999998,6.91,22.99,74.95
99,E01000103,-0.27,-1.3,-0.1,2.9,-2.42,0.7,2.3,193.6601162,39.90447243,-11.98,-0.52,11.68,23.03,62.998
100,E01000104,0.55,-0.43,0.24,3.03,-1.03,2.59,0.4,145.85382119999997,44.30264357,-4.680000000000001,-3.8099999999999996,5.510000000000001,21.94,59.995
101,E01000105,1.46,-0.27,0.03,3.96,-1.13,5.31,3.36,132.1167883,40.83865087,-9.48,-0.5499999999999998,6.489999999999999,21.94,68.5
102,E01000106,0.6,-0.84,0.99,4.29,1.42,0.4,1.77,102.8985507,42.40362812,-12.989999999999998,0.48,11.889999999999999,22.05,51.75
103,E01000107,0.72,-0.2,2.16,3.9,-1.18,3.06,2.83,104.4489878,41.76962933,-11.58,0.95,9.790000000000001,25.09,89.998
104,E01000108,0.11,-2.39,0.31,2.51,-1.16,1.63,4.63,151.9276281,41.82111201,-19.5,-0.3799999999999999,17.580000000000002,24.82,65.495
105,E01000109,-0.51,1.17,1.55,2.24,-2.43,5.06,0.64,102.2222222,42.68057165,-11.8,-1.01,11.84,25.89,90.0
106,E01000110,2.09,0.51,4.07,2.59,-3.45,0.65,1.3,86.99186992,41.67535627,-7.630000000000001,-0.18000000000000002,6.76,28.77,123.0
107,E01000111,0.83,-1.39,3.12,4.09,-0.15,3.17,1.36,158.0645161,41.30775255,-5.51,-4.38,9.620000000000001,25.54,62.0
108,E01000112,0.41,0.21,1.61,1.66,-0.48,0.77,1.93,167.1232877,36.64345914,-14.02,-2.5700000000000003,14.24,27.29,73.0
109,E01000113,0.14,-3.72,0.6,1.09,-1.59,4.09,3.34,118.5408496,35.32703743,-16.59,0.19000000000000006,15.76,28.59,102.498
110,E01000114,0.62,-2.28,3.33,4.11,-1.05,3.2,2.37,102.7855153,41.34505159,-14.42,0.09000000000000002,13.7,26.17,89.75
111,E01000115,2.99,1.17,3.91,3.6,0.13,1.3,-0.45,85.09803922,41.08003857,-0.02999999999999936,-2.66,2.6999999999999997,31.11,255.0
112,E01000116,1.49,2.46,3.89,3.0,-0.55,1.77,1.25,85.56419703,41.57857646,0.41000000000000003,-0.5299999999999998,-0.16999999999999993,28.38,183.225
113,E01000117,4.18,2.34,5.24,3.45,-0.01,-1.73,1.96,91.42857143,40.76693969,-11.48,-1.44,9.98,26.86,175.0
114,E01000118,1.68,4.3,4.38,2.63,-1.84,0.22,0.1,96.42857143,39.41818182,-7.359999999999999,-0.94,5.75,27.5,168.0
115,E01000119,3.08,3.61,1.12,1.6,0.25,0.21,3.42,94.38202247,39.17662683,-4.72,1.05,2.0100000000000002,30.12,222.5
116,E01000120,3.59,2.54,1.56,1.49,1.04,1.99,-0.57,119.9074074,39.95381062,-0.2699999999999996,-1.2,1.09,30.31,216.0
117,E01000121,-1.25,1.49,2.03,2.09,-0.12,3.1,0.69,29.03225806,31.92771084,-2.71,8.280000000000001,-5.17,24.9,155.0
118,E01000122,0.59,2.04,1.25,5.38,-0.13,0.13,2.78,82.73809524,37.7,-3.1300000000000003,-0.19999999999999996,2.7600000000000002,30.0,210.0
119,E01000123,-1.3,0.86,1.72,4.44,1.07,-1.81,1.41,92.27525721,32.24315677,-6.32,-1.0799999999999998,5.99,28.13,148.225
120,E01000124,1.47,-2.45,1.94,5.86,-0.02,1.92,3.1,64.38356164,31.22820612,-4.87,-3.4400000000000004,8.86,25.81,146.0
121,E01000125,0.84,1.59,0.99,4.23,-1.44,-1.75,2.03,85.9375,44.0870856,-10.55,-10.579999999999998,16.63,20.21,112.0
122,E01000126,-1.94,2.08,1.51,6.38,-0.85,0.45,2.94,48.13854417,36.90072639,-8.719999999999999,-6.49,4.420000000000001,20.65,134.975
123,E01000127,-0.33,-0.86,1.44,5.42,1.11,4.34,-1.08,104.8997773,40.60987415,-5.6899999999999995,-1.8499999999999999,6.690000000000001,20.66,112.25
124,E01000128,-1.44,0.04,2.76,6.14,-0.62,0.92,1.43,99.67987195,41.93849021,-7.06,-2.75,7.84,21.46,124.95
125,E01000129,0.43,0.2,1.15,5.96,-1.29,4.59,0.42,88.05309735,44.67640919,-4.21,-6.859999999999999,10.16,19.16,113.0
126,E01000130,-0.23,0.09,2.79,6.11,-2.5,1.65,1.15,247.87542180000003,41.9221968,-0.97,-0.20999999999999996,3.7299999999999995,21.85,66.978
127,E01000131,-1.64,-5.82,0.33,7.5,1.38,2.98,1.85,84.3003413,34.35531289,-12.21,-2.04,12.84,23.81,146.5
128,E01000132,-0.68,1.29,-1.91,5.24,0.6,2.45,0.48,83.66509337,45.42020774,-9.379999999999999,-1.6399999999999997,11.29,21.18,121.825
129,E01000133,0.86,1.14,2.34,6.01,-0.94,1.85,0.99,104.7826087,44.26070039,-7.43,3.79,3.24,20.56,115.0
130,E01000134,-2.73,-0.64,-0.81,8.1,-0.8,0.45,2.66,78.77338877,36.69097539,-9.34,-2.0,10.98,21.94,120.25
131,E01000135,0.6,1.06,1.18,2.89,-0.06,0.36,1.54,35.9375,30.11347105,-6.66,-1.48,5.9,34.37,320.0
132,E01000136,2.27,2.55,3.71,3.32,-0.35,1.61,0.37,882.6941472999998,58.63357353,-6.45,-1.5799999999999998,3.9400000000000004,37.47,287.475
133,E01000137,2.05,1.06,4.15,3.48,-1.12,5.69,2.26,171.30434780000004,32.09527654,-1.06,-4.219999999999999,3.05,24.77,115.0
134,E01000138,-0.09,0.12,0.87,5.89,-0.33,1.23,3.86,82.0,34.79692645,-11.05,-1.6500000000000001,8.870000000000001,27.33,250.0
135,E01000139,-2.21,-0.43,2.0,3.24,-0.43,3.27,3.74,393.1506849,34.67933492,-5.930000000000001,-3.01,6.1,29.47,182.5
136,E01000140,-6.09,-4.6,-0.66,5.5,1.1,2.78,3.16,112.8125,24.55130376,-8.16,-3.0300000000000002,9.34,29.53,160.0
137,E01000141,-3.05,-3.82,-2.01,7.43,-0.07,2.67,3.37,105.9282371,20.92502797,-12.0,-3.04,14.57,26.81,160.25
138,E01000142,0.11,-3.9,3.08,4.89,-0.14,3.21,3.89,55.91397849,24.16725726,-16.64,-3.94,19.17,28.22,139.5
139,E01000143,0.14,-0.85,-0.65,4.81,0.57,2.7,5.92,974.0740741,38.59355379,-6.57,1.07,5.94,23.89,135.0
140,E01000144,-2.04,-1.66,0.16,5.34,0.74,2.03,1.69,91.0,40.64,-10.719999999999999,-0.81,9.41,31.25,200.0
141,E01000145,-2.94,-1.21,4.23,7.22,-1.16,2.14,1.42,132.403086,27.26728524,-7.53,-0.4899999999999999,6.24,33.41,262.475
142,E01000146,-1.47,-5.98,1.99,6.07,1.23,1.78,1.26,169.5522195,31.61904762,-7.65,-1.21,6.550000000000001,31.5,309.75
143,E01000147,0.46,-3.19,1.6,8.4,0.51,4.58,2.28,97.11679906,38.22075783,-12.14,-1.59,12.66,24.28,169.95
144,E01000148,0.05,-2.23,1.0,5.48,-0.03,1.42,2.59,91.62790698,37.72093023,-9.05,2.5999999999999996,4.83,21.5,107.5
145,E01000150,-0.82,0.33,1.24,5.21,0.54,2.66,3.24,103.6082474,35.95268272,-13.85,5.13,7.24,23.67,97.0
146,E01000151,-1.43,-0.89,-0.31,6.37,-0.79,-0.28,3.89,142.7184466,40.0304414,-8.45,8.74,-2.25,19.71,103.0
147,E01000152,-1.89,-2.36,1.25,5.09,-1.36,2.35,3.69,110.4761905,31.04761905,-7.279999999999999,5.24,1.9199999999999997,21.0,105.0
148,E01000153,0.5,-1.49,0.48,4.72,-0.84,3.41,2.72,125.4050247,41.27218935,-8.05,4.68,2.54,20.28,106.475
149,E01000154,1.78,-0.52,1.14,9.88,1.07,3.44,0.22,93.63636364,38.7755102,-3.85,-9.25,10.6,19.6,110.0
150,E01000155,-1.36,-4.81,-3.0,11.14,0.06,1.65,4.27,97.64367816,34.85566566,-14.11,-8.6,21.509999999999998,23.21,87.0
151,E01000156,0.01,2.74,1.85,3.24,0.92,1.43,0.82,97.05014749,37.47390397,-11.629999999999999,1.09,8.219999999999999,28.74,169.5
152,E01000157,-0.47,2.93,4.06,1.7,-0.69,1.93,0.84,99.76987448,36.77298311,-10.530000000000001,-0.7399999999999999,10.71,26.65,119.5
153,E01000158,-1.12,1.5,1.9,2.29,-0.24,2.41,2.35,121.1678832,39.34000742,-5.7299999999999995,-0.5,5.409999999999999,26.97,137.0
154,E01000159,1.63,3.26,3.69,1.99,-0.36,0.03,1.2,221.6165414,42.96055013,-6.1899999999999995,0.31000000000000005,4.47,27.63,133.0
155,E01000160,-0.77,2.15,-0.99,4.38,-0.78,0.3,0.64,150.0833611,33.84067358,-13.86,-1.2,14.440000000000001,30.88,149.95
156,E01000161,-7.78,0.86,0.51,12.07,-0.06,0.1,2.03,63.83139194,27.71291209,-12.09,-4.680000000000001,9.49,29.12,178.995
157,E01000162,-0.84,-0.44,1.59,5.3,0.77,2.08,3.16,72.60787992,35.10869565,-6.869999999999999,-1.77,8.69,27.6,199.875
158,E01000163,-2.3,-3.1,2.89,5.98,1.71,1.37,3.71,113.6363636,33.47090384,-6.82,-4.41,10.59,24.23,88.0
159,E01000164,-0.28,1.15,-0.02,5.85,-0.26,2.56,1.91,207.6315789,39.16803954,-7.640000000000001,-4.970000000000001,11.09,24.28,95.0
160,E01000165,-4.67,-2.61,0.15,9.75,-0.03,0.73,1.98,88.88888889,27.61168962,-16.900000000000002,0.33,10.91,29.77,180.0
161,E01000166,4.85,-0.48,1.84,4.83,1.04,0.2,0.62,81.94444444,39.58185684,-5.869999999999999,0.32000000000000006,4.01,28.22,180.0
162,E01000167,1.92,2.0,2.86,2.99,-0.04,1.15,-0.07,86.0,39.07125701,2.44,-2.06,-1.02,24.98,125.0
163,E01000168,4.76,3.75,5.41,0.77,0.52,-2.02,1.07,85.41666667,44.88903833,-4.68,-1.38,5.039999999999999,29.74,240.0
164,E01000169,2.66,-2.43,-0.09,5.69,-0.31,1.73,3.29,190.3301887,40.9252669,-7.2,0.37,6.309999999999999,28.1,106.0
165,E01000170,3.53,-1.71,5.01,1.37,1.23,-0.21,0.1,88.07523009,40.35020936,-3.5300000000000002,-1.44,4.39,26.27,124.95
166,E01000171,-2.24,-0.01,0.73,1.1,-0.11,1.98,1.94,56.75353093,31.49291682,-12.91,-0.3599999999999999,11.97,27.53,125.675
167,E01000172,2.22,2.6,4.62,2.26,-0.46,0.81,1.59,69.40159574,39.41156346,-3.87,0.8699999999999999,0.8199999999999998,29.23,188.0
168,E01000173,3.59,1.82,2.09,1.54,-2.94,0.63,1.18,96.54079512,42.49291785,-2.36,-1.25,3.9499999999999997,28.24,180.475
169,E01000174,1.51,-3.0,3.21,1.52,-0.8,0.81,1.19,170.4339051,36.31559079,-9.86,1.8400000000000003,7.98,26.49,99.1
170,E01000175,3.68,1.04,5.37,1.72,0.74,-0.03,1.19,100.5988024,39.67929034,-7.25,0.29999999999999993,5.6899999999999995,29.31,167.0
171,E01000176,2.21,2.3,3.21,4.1,-0.08,0.43,3.01,302.6315789,37.07865169,-0.14,-1.7,1.1400000000000001,24.92,95.0
172,E01000177,0.07,1.96,1.48,3.83,1.28,0.41,1.24,86.50453206,38.5440364,-11.18,0.22000000000000003,9.64,30.77,187.663
173,E01000178,0.59,1.88,1.37,3.59,0.42,2.22,0.69,99.61765541,35.61823549,-7.41,3.02,2.4400000000000004,30.49,260.498
174,E01000179,-1.47,1.45,1.4,4.52,0.07,-0.52,0.45,146.4285714,42.08572393,-4.279999999999999,-1.6,6.13,29.63,140.0
175,E01000180,1.3,5.12,3.43,1.22,-0.09,0.71,1.09,84.92753623,39.654552,-4.98,2.13,1.4000000000000001,27.79,172.5
176,E01000181,4.4,0.89,-0.75,4.36,0.71,0.37,-0.41,312.6760563,49.57627119,-4.47,-0.52,3.5299999999999994,30.68,177.5
177,E01000182,2.52,2.46,0.64,2.58,0.08,-1.17,0.15,70.11642950000001,44.74212994,-10.0,0.11000000000000004,8.3,29.86,193.25
178,E01000183,3.71,2.49,5.35,-0.42,-0.37,1.05,1.49,162.5954198,46.76903391,-1.94,-3.12,3.1599999999999997,31.26,163.75
179,E01000184,-0.32,1.57,1.45,4.76,-1.37,1.65,1.58,73.87387387,36.09856263,-3.96,0.7799999999999998,0.8499999999999996,24.35,111.0
180,E01000185,0.98,3.98,1.38,5.11,-0.04,-1.16,1.53,53.88888889,40.76015727,-7.83,0.46000000000000085,4.75,22.89,135.0
181,E01000186,2.49,4.85,1.37,2.47,0.11,-0.24,1.49,83.07692308,35.70756197,-7.73,3.2,4.539999999999999,31.87,260.0
182,E01000187,3.62,1.81,2.88,1.6,-1.03,1.25,2.29,112.8205128,36.0436466,-8.52,1.0,6.000000000000001,28.41,195.0
