,LSOA11CD,SEC1_chg,SEC2_chg,SEC3_chg,SEC4_chg,SEC5_chg,SEC6_chg,SEC7_chg,hseP_chg,inc_chg,owned_chg,socRent_chg,pteRent_chg,inc_01,hseP_01
3751,E01003836,0.12,5.81,2.24,-0.06,0.19,1.49,0.58,109.009009,38.98742341,-2.09,0.9199999999999999,0.15000000000000013,31.01,277.5
3752,E01003837,3.53,6.7,3.16,3.23,0.11,-0.21,0.01,51.06382979,37.32826659,-3.2300000000000004,0.18999999999999995,2.21,34.21,235.0
3753,E01003838,-0.19,1.39,2.11,0.22,0.08,1.3,0.79,122.7171492,36.33353402,-13.5,6.15,4.7299999999999995,33.22,224.5
3754,E01003839,-0.91,0.6,1.35,0.91,1.66,3.15,1.07,59.48275862,35.41733806,-14.190000000000001,6.11,4.609999999999999,31.03,174.0
3755,E01003840,1.78,2.42,0.89,1.86,-1.34,2.1,1.8,60.02286041,35.42600897,-14.21,4.43,8.9,26.76,174.975
3756,E01003841,0.51,-0.9,2.65,2.36,-0.68,2.47,0.42,82.79816514,40.5106383,-6.539999999999999,2.9,1.3200000000000003,23.5,109.0
3757,E01003842,2.9,1.82,2.49,2.73,-1.61,1.07,1.38,68.69095816,42.04049226,-2.6,-0.27000000000000046,1.58,25.19,148.2
3758,E01003843,2.88,-0.78,0.39,3.64,-0.62,1.03,1.38,117.4688057,38.49522293,-15.1,6.270000000000001,4.83,25.12,140.25
3759,E01003844,4.8,1.47,2.85,1.98,1.13,0.76,1.22,64.08765188,43.07270233,-6.640000000000001,3.42,2.33,29.16,240.725
3760,E01003845,2.76,0.0,3.47,4.57,1.17,1.6,1.85,71.78770949999998,40.41146216,-5.2,1.1300000000000001,2.6100000000000003,27.22,179.0
3761,E01003846,-1.08,4.22,3.56,3.11,-0.96,1.02,-0.3,57.97872339999999,43.89254942,-1.7300000000000004,0.7899999999999999,0.48999999999999977,39.46,470.0
3762,E01003847,-3.7,7.51,3.39,3.67,0.04,-0.24,0.19,61.37457045,42.79918864,-2.6599999999999997,-1.04,1.9099999999999997,34.51,218.25
3763,E01003848,1.14,3.79,2.56,1.98,0.15,-1.16,1.14,61.73823898,38.59975217,-4.51,-1.2100000000000004,4.88,32.28,219.475
3764,E01003849,-0.41,6.05,2.51,2.74,1.48,-0.34,-0.08,85.03344482,46.22173194,-0.6199999999999997,0.050000000000000044,0.43999999999999995,36.26,299.0
3765,E01003851,-0.86,6.15,1.67,2.23,-0.2,1.24,0.83,56.38362859,43.99897855,-1.84,0.87,-0.18000000000000016,39.16,409.25
3766,E01003852,0.26,3.6,3.05,1.95,0.5,2.07,1.54,88.32891247,38.20190242,-5.2,0.24,3.2699999999999996,32.59,188.5
3767,E01003853,1.61,6.02,2.5,2.38,0.05,0.51,0.77,80.0,37.89589645,-1.1400000000000001,1.5499999999999998,-2.0200000000000005,36.31,550.0
3768,E01003854,-1.87,5.81,0.81,2.68,0.57,0.49,0.4,62.37113402,41.86991870000001,-7.319999999999999,1.05,4.8999999999999995,34.44,291.0
3769,E01003855,0.39,3.73,1.56,1.17,-0.33,3.03,1.21,137.654321,42.75192501,-6.029999999999999,-1.97,6.360000000000001,29.87,162.0
3770,E01003856,0.83,2.47,2.76,2.75,-1.44,-1.11,1.11,73.62637363,40.15060241,-4.390000000000001,0.5900000000000001,4.4799999999999995,33.2,227.5
3771,E01003857,-1.02,8.3,2.82,-0.98,-0.35,0.81,-0.12,96.16666667,42.76564774,-2.91,0.009999999999999787,1.87,34.35,300.0
3772,E01003858,0.18,6.33,-0.24,3.25,-0.19,-1.08,0.69,93.04964539,40.43419267,-5.0,1.34,2.92,36.85,352.5
3773,E01003859,2.06,7.97,-0.37,2.07,0.78,-0.3,0.76,78.86740331,44.76940382,-8.629999999999999,2.17,5.680000000000001,35.56,362.0
3774,E01003860,1.3,6.6,0.41,1.69,-0.89,0.46,-0.16,41.35338346,48.27004219,-3.6499999999999995,-1.43,3.5300000000000002,35.55,332.5
3775,E01003861,1.08,2.34,1.37,1.71,0.65,0.91,-0.31,127.3148148,37.44033413,-8.14,0.66,6.57,33.52,216.0
3776,E01003862,5.57,4.6,0.52,-0.03,0.47,0.72,1.11,88.7890625,41.69402495,-3.0399999999999996,-0.9699999999999998,1.92,30.46,192.0
3777,E01003863,2.91,2.68,4.54,1.59,0.45,-0.54,1.13,173.5632184,40.86157745,-1.21,2.8800000000000003,-4.640000000000001,31.57,217.5
3778,E01003864,2.89,4.02,1.83,0.99,0.43,1.0,0.19,45.16129032,46.8164794,-4.1000000000000005,0.26,3.42,34.71,310.0
3779,E01003865,0.16,1.84,4.05,2.26,-1.0,2.9,2.07,146.15384619999998,38.74329018,-3.12,2.04,0.1900000000000004,31.67,195.0
3780,E01003866,1.29,4.73,1.1,2.76,-0.45,0.13,-0.36,127.2727273,43.21581197,-2.9299999999999997,0.16,1.8400000000000003,37.44,275.0
3781,E01003867,3.78,2.44,-0.9,1.41,-1.09,0.82,0.1,104.2079208,40.5531386,-3.84,0.7999999999999998,2.1799999999999997,32.18,202.0
3782,E01003868,1.29,4.47,-0.49,0.26,-0.29,1.04,-0.33,77.27272727,43.92998306,-6.260000000000001,1.23,3.0000000000000004,35.42,198.0
3783,E01003869,-1.89,6.35,1.82,0.94,0.04,1.38,1.1,82.33773302,38.23529412,-7.450000000000001,0.35,7.28,34.34,183.725
3784,E01003870,1.2,1.13,1.83,1.95,0.63,-0.27,-0.07,41.5,35.14585103,-8.21,2.32,4.54,35.31,250.0
3785,E01003871,7.49,11.44,3.53,3.78,0.82,-0.27,-0.4,133.660976,43.74147805,-13.02,5.76,3.3799999999999994,36.67,289.95
3786,E01003872,-0.65,5.91,2.73,1.58,0.29,0.71,-0.16,75.71428571,42.48853211,-9.09,-0.73,7.76,34.88,175.0
3787,E01003873,4.28,3.84,1.19,1.28,-0.11,1.56,-1.15,67.59517177,42.21030682,-9.66,1.58,7.130000000000001,33.57,215.4
3788,E01003874,3.51,5.78,0.08,1.67,-0.48,-1.16,-0.1,57.19298246,40.82907439,-5.090000000000001,-0.29000000000000004,4.380000000000001,35.22,285.0
3789,E01003875,3.99,7.5,3.54,-0.09,-0.55,0.52,1.15,386.6879659,56.51528644,0.4900000000000001,-1.0999999999999999,-0.3799999999999999,33.69,234.75
3790,E01003876,2.94,3.45,1.99,2.28,0.16,-0.04,-0.34,102.4089069,48.49362688,-6.83,-0.66,4.52,34.52,247.0
3791,E01003877,0.08,7.85,3.16,1.95,-0.6,-0.21,-0.07,99.24490566,40.09727101,-4.65,0.7399999999999999,1.5499999999999998,37.01,265.0
3792,E01003878,2.46,2.9,3.43,1.33,-0.09,4.55,0.84,35.71428571,44.09257004,0.53,3.58,-4.59,32.84,350.0
3793,E01003879,2.86,3.62,0.55,1.92,-0.66,-0.32,-1.22,121.4285714,46.80674592,-2.33,-1.69,3.01,36.17,280.0
3794,E01003880,3.99,1.05,3.95,2.75,0.58,-2.11,0.07,92.91183203,41.78777077,-0.7600000000000002,0.7000000000000001,-0.63,36.47,316.725
3795,E01003881,-2.12,-2.54,1.73,-0.54,0.11,-0.15,-0.54,43.49593496,41.42319931,-0.8500000000000001,0.11999999999999988,-0.69,34.57,246.0
3796,E01003882,3.69,5.15,-0.4,1.9,0.01,-1.73,0.48,151.5280899,40.54363376,-9.61,1.79,7.3500000000000005,34.95,222.5
3797,E01003883,-3.85,9.99,0.86,2.58,0.46,-0.11,1.19,77.55856967,40.45667447,-6.58,-0.08999999999999986,6.12,34.16,202.75
3798,E01003884,-0.66,6.68,3.11,3.24,-0.15,1.55,-0.02,55.79710145,40.49780381,-5.5600000000000005,-1.02,5.43,34.15,276.0
3799,E01003885,3.35,2.52,1.34,1.57,-1.16,0.92,0.68,24.05063291,41.23588829,-4.01,-0.74,3.04,33.66,197.5
3800,E01003886,3.0,2.89,0.7,0.7,-0.17,0.25,0.25,98.38429287,43.07872403,-5.13,-0.51,4.84,34.17,244.475
3801,E01003887,-2.13,0.39,3.15,1.97,0.59,0.61,1.36,108.7781732,39.44315545,-6.84,-0.16999999999999993,6.030000000000001,34.48,210.75
3802,E01003888,0.48,6.04,3.27,1.73,0.05,1.23,0.15,37.20050441,43.39933993,-6.82,-0.17999999999999972,5.799999999999999,30.3,198.25
3803,E01003889,2.02,2.28,3.32,2.6,-0.59,0.47,0.59,5.454545455,38.32043565,-2.6099999999999994,-0.08000000000000002,2.4299999999999997,34.89,275.0
3804,E01003890,1.04,1.17,3.38,1.35,0.55,0.59,0.81,27.34864301,42.52376837,-2.7600000000000002,0.1499999999999999,1.68,34.71,239.5
3805,E01003891,0.44,3.13,1.83,2.52,0.73,0.04,0.52,118.452381,44.08945687,-0.48,0.17000000000000015,0.31000000000000005,34.43,210.0
3806,E01003892,1.51,6.56,2.38,2.94,-0.43,-0.51,0.26,70.0,39.25750395,-3.33,-0.65,3.1,37.98,400.0
3807,E01003893,2.44,1.16,1.8,4.13,0.11,-0.05,0.36,62.09587514,40.39307715,-7.51,-0.3599999999999999,5.630000000000001,34.09,224.25
3808,E01003894,2.29,1.65,1.05,0.79,-0.32,0.42,-0.18,33.45454545,40.37057833,-5.83,-0.25,4.239999999999999,35.62,275.0
3809,E01003895,2.09,5.1,4.33,1.77,-0.86,-1.18,-1.1,123.0290456,44.98806683,-2.61,-0.2599999999999998,1.9500000000000002,33.52,241.0
3810,E01003896,-0.97,2.47,0.1,1.7,-0.63,0.28,0.23,82.08955224,36.0259434,-4.74,0.0,2.9599999999999995,33.92,167.5
3811,E01003897,-1.24,-0.17,0.59,-0.05,0.59,1.47,1.42,131.372549,39.55715141,-11.69,3.24,7.09,33.42,153.0
3812,E01003898,0.48,3.31,2.48,0.95,0.6,0.94,-0.17,65.8179919,40.39530574,-7.93,0.37999999999999995,6.66,32.38,191.475
3813,E01003899,0.04,4.73,0.32,2.77,-0.12,2.1,-0.41,65.45718433,44.25914047,-2.95,-1.18,3.66,31.18,189.475
3814,E01003900,1.53,4.93,2.46,2.88,-1.04,3.3,0.34,69.38215841,48.11355996,-2.0100000000000002,1.1599999999999997,-1.59,26.77,154.975
3815,E01003901,3.22,4.82,-1.37,2.39,-0.55,1.37,0.39,84.93150685,46.00923483,-4.52,1.5,3.1599999999999997,30.32,182.5
3816,E01003902,3.87,1.8,4.19,2.03,-0.55,1.29,1.39,81.86889819,45.43913191,-2.06,1.0099999999999998,0.85,29.49,179.25
3817,E01003903,-1.64,1.55,1.79,2.41,-0.67,1.07,1.28,57.45944584,41.32004125,-6.720000000000001,2.41,3.8,29.09,198.5
3818,E01003904,0.64,1.87,0.36,3.33,-1.23,1.18,-0.13,77.63959391,38.61164427,-2.9000000000000004,-2.7600000000000002,3.7200000000000006,31.26,197.0
3819,E01003905,0.93,1.11,3.5,2.19,-0.09,-0.04,0.88,68.29268293,41.24741558,-3.81,-1.21,4.69,29.02,164.0
3820,E01003906,1.52,0.5,2.57,1.49,1.2,3.17,1.07,80.83182640000003,44.58393113,-5.51,0.7,4.35,27.88,138.25
3821,E01003907,1.32,1.79,0.89,2.67,-1.42,1.36,2.29,83.43195266,41.4893617,-9.43,3.0,3.6100000000000003,26.32,169.0
3822,E01003908,1.12,2.22,3.29,1.55,-0.57,1.51,0.59,64.36170213,39.27970379999999,-4.42,-0.01,3.1,29.71,188.0
3823,E01003909,2.51,3.48,3.42,1.23,-0.47,2.36,2.1,102.7883397,39.6353815,-5.04,1.8900000000000001,2.32,29.62,197.25
3824,E01003910,5.0,5.8,1.71,2.27,0.76,-1.45,1.76,75.72316842,43.57598121,-5.02,0.3,3.5500000000000003,29.81,184.95
3825,E01003911,-0.82,4.22,1.94,2.04,0.85,-0.31,3.91,99.15254237,41.54811715,0.9100000000000001,-7.66,7.4799999999999995,23.9,118.0
3826,E01003912,-3.39,-2.15,0.87,2.42,-1.48,4.29,5.18,84.28184282,34.33317951,-3.0300000000000002,3.6,-1.31,21.67,92.25
3827,E01003913,0.12,3.06,0.41,0.15,0.9,0.77,1.44,163.07189540000005,48.27953175,-11.67,-2.7,12.08,28.19,153.0
3828,E01003914,0.3,2.48,-0.38,0.91,-0.29,1.44,1.58,70.27027027,45.37935994,-0.89,-5.79,4.8,27.81,185.0
3829,E01003915,1.45,3.61,1.74,1.62,-0.51,2.05,3.86,101.3926184,51.92802057,4.26,-9.690000000000001,5.47,23.34,107.998
3830,E01003916,0.31,-0.17,1.07,2.2,-0.93,-2.77,1.21,90.79959319,42.99219071,2.29,-19.66,12.940000000000001,24.33,118.973
3831,E01003917,-0.84,3.03,0.45,1.56,2.93,-1.04,6.08,158.1151832,50.78891258,5.41,-6.91,0.8700000000000001,23.45,95.5
3832,E01003918,1.14,1.81,1.43,2.51,1.94,1.51,2.06,56.92963753,46.93384838,-0.6799999999999999,-2.25,1.5900000000000003,20.71,117.25
3833,E01003919,-1.48,0.68,-0.41,2.82,0.82,2.6,2.51,78.28571429,40.48174048,-6.949999999999999,2.89,2.9299999999999997,25.74,175.0
3834,E01003920,0.74,0.46,2.15,2.62,1.19,2.13,3.58,193.2330827,47.90243902,2.7800000000000002,-11.579999999999998,2.4099999999999997,20.5,66.5
3835,E01003921,0.3,-2.8,2.31,1.71,1.71,2.89,7.0,128.742515,46.0324826,0.18,-11.74,9.64,21.55,83.5
3836,E01003922,-0.31,3.96,0.4,2.01,0.77,-2.13,5.33,91.52119701,45.28725314,-1.41,-7.74,8.37,22.28,100.25
3837,E01003923,2.74,5.42,1.35,2.43,-0.54,-0.78,2.49,52.90519878,49.95891537,-0.69,-12.65,9.49,24.34,163.5
3838,E01003924,1.13,-2.42,-0.2,2.8,-0.24,1.39,5.16,37.56097561,36.78537957,2.17,-13.59,10.709999999999999,21.34,102.5
3839,E01003925,1.47,0.01,2.67,1.56,-0.32,0.42,5.89,110.2150538,51.75565176,2.07,-7.370000000000001,4.260000000000001,20.79,93.0
3840,E01003926,-0.94,2.82,3.88,2.36,2.37,0.73,2.07,150.7671958,47.44897959,3.07,-9.860000000000001,4.95,21.56,94.5
3841,E01003927,10.16,8.32,0.38,1.33,-0.95,-1.66,-0.72,75.0,59.02859381,2.0500000000000003,-24.95,16.19,25.53,200.0
3842,E01003929,12.19,7.42,0.2,0.6,-3.19,-3.05,-2.64,71.0,53.98037077,3.5599999999999996,-27.18,19.54,27.51,250.0
3843,E01003930,0.44,1.73,0.37,2.6,-0.16,1.06,2.28,102.4911032,46.11419508,-1.75,-7.83,7.4,25.22,140.5
3844,E01003932,2.31,1.03,0.49,0.67,0.17,-0.57,0.52,97.62766798,47.82034346,1.5,-14.08,11.5,22.71,126.5
3845,E01003933,-0.26,2.8,0.32,-0.61,-0.62,0.45,0.77,46.66666667,42.10134128,-0.3599999999999999,-5.12,2.38,26.84,262.5
3846,E01003934,1.63,3.86,0.47,3.74,-0.27,0.91,-0.14,258.4699454,48.52941176,-1.98,-6.41,4.0200000000000005,28.56,228.75
3847,E01003935,5.78,6.85,4.99,0.87,1.18,-0.68,0.54,70.66666667,52.63157895,3.5500000000000003,-14.66,10.11,28.12,375.0
3848,E01003936,11.57,6.38,1.45,0.47,0.0,-0.92,0.23,93.35486751,49.40571796,-2.0199999999999996,-6.39,8.15,31.13,237.452
3849,E01003937,6.2,2.47,1.31,0.73,0.7,-1.43,0.36,68.91891892,38.85098743,-2.6,-15.09,4.0600000000000005,27.85,148.0
3850,E01003938,6.27,5.53,-0.37,2.22,0.58,-3.45,-0.21,112.88209609999998,50.14662757,2.64,-24.34,11.11,23.87,114.5
3851,E01003939,8.54,1.27,0.55,0.75,-0.48,-2.41,-0.13,84.56775423,45.17278233,-0.18999999999999995,-20.92,16.78,28.07,209.95
3852,E01003940,5.42,1.88,-0.86,1.86,0.4,-0.94,0.76,84.03361345,45.45857333,3.69,-11.57,7.5200000000000005,22.57,119.0
3853,E01003941,17.06,7.37,1.45,1.83,-1.47,-2.8,-4.38,201.5873016,57.86407767,14.2,-35.97,21.0,25.75,126.0
3854,E01003942,-0.67,-1.37,0.06,-0.09,-0.5,-0.97,-1.42,90.44117647,39.75548061,-1.0999999999999999,-8.31,8.64,23.72,136.0
3855,E01003943,1.89,0.66,-0.33,1.06,0.11,1.8,4.07,109.3023256,45.82382474,3.77,-12.69,8.52,21.91,107.5
3856,E01003945,2.25,9.82,3.31,3.91,0.18,1.3,1.38,64.47368421,45.47540984,0.6499999999999995,-10.78,6.67,30.5,228.0
3857,E01003946,5.4,2.16,1.47,1.12,0.03,-1.0,1.25,88.02083333,46.69966997,-4.52,-0.2300000000000002,2.5300000000000002,30.3,192.0
3858,E01003947,0.96,3.07,3.37,3.17,-0.4,0.77,1.81,85.29411765,46.13769941,1.4400000000000002,-5.84,2.5999999999999996,23.82,85.0
3859,E01003948,3.83,-1.5,-0.77,2.25,1.83,0.48,0.24,164.63215259999996,45.51959114,0.8800000000000001,-3.8000000000000003,3.49,29.35,91.75
3860,E01003949,5.59,0.59,2.14,1.87,-0.02,-0.48,1.05,106.6236162,43.69946092,-6.07,-4.64,11.780000000000001,29.68,135.5
3861,E01003950,-0.81,6.09,3.78,2.19,1.27,0.15,-0.53,101.8348624,42.13460773,-2.6100000000000003,-6.11,7.290000000000001,25.11,109.0
3862,E01003951,1.85,3.44,0.25,3.39,0.16,-0.01,1.04,132.7102804,44.77657935,-4.4,0.0,1.94,32.45,267.5
3863,E01003952,4.82,6.53,-0.88,1.32,-1.96,-0.6,0.9,187.46875,50.0,-4.09,-1.85,5.569999999999999,31.86,160.0
3864,E01003953,4.99,5.86,-1.93,0.73,0.03,1.57,1.41,190.9253333,53.46370567,-14.629999999999999,7.629999999999999,5.65,30.17,150.0
3865,E01003954,3.92,6.3,2.44,3.81,-0.51,-1.1,1.3,187.0090634,49.26423544,-1.2500000000000002,-2.47,3.7800000000000002,31.26,165.5
3866,E01003955,3.12,6.12,1.74,3.15,-0.43,-2.0,0.93,100.5813953,50.44776119,-3.83,-5.43,7.17,30.15,172.0
3867,E01003956,7.4,6.76,1.27,0.83,0.38,0.97,0.17,166.6333333,51.16576174,-3.48,-0.86,3.3000000000000003,31.31,150.0
3868,E01003957,8.38,0.76,-0.42,2.31,-0.68,0.76,2.18,145.112782,50.65065065,-4.53,-0.7400000000000002,5.05,29.97,133.0
3869,E01003958,3.48,4.89,3.74,2.9,-1.49,1.66,0.53,148.125,50.41904123,-0.73,-4.54,3.99,29.83,160.0
3870,E01003960,-2.95,0.73,0.63,0.9,1.47,-0.07,0.32,85.18518519,36.77621283,-11.46,-6.57,12.6,25.56,135.0
3871,E01003961,-0.37,1.78,2.94,1.27,0.83,1.69,5.12,113.5,41.81117534,-0.5,-8.700000000000001,6.66,20.76,100.0
3872,E01003963,0.0,0.88,2.08,1.44,0.96,0.08,2.38,113.5135135,41.96211753,2.52,-14.879999999999999,10.399999999999999,20.59,74.0
3873,E01003964,-0.13,-1.41,1.89,2.13,0.6,1.78,5.17,209.148265,48.19956616,-1.82,-9.58,9.57,23.05,158.5
3874,E01003966,-0.58,-1.36,1.05,2.32,1.55,-0.36,3.64,95.2173913,39.49656751,1.08,-12.1,9.579999999999998,21.85,115.0
3875,E01003967,-0.42,0.7,3.17,2.47,0.57,2.9,5.7,109.2216163,45.94594595,1.5500000000000003,-5.6499999999999995,2.54,20.35,100.85
3876,E01003968,-0.16,-1.66,1.07,1.68,2.1,4.63,5.08,94.248,40.41399704,3.27,-7.359999999999999,2.92,20.29,100.0
3877,E01003969,2.67,3.91,0.93,2.51,-0.21,-2.22,4.64,172.0,43.84458078,-0.10000000000000009,-16.34,15.629999999999999,24.45,93.75
3878,E01003970,1.13,1.37,0.15,3.39,1.13,3.19,1.63,123.2,50.84075173,-0.5,-5.17,5.5,20.22,125.0
3879,E01003971,-0.17,1.91,0.53,2.97,0.23,1.33,3.18,87.87878788,45.50679206,0.010000000000000009,-3.74,3.0700000000000003,19.14,82.5
3880,E01003972,-0.69,3.38,0.46,4.23,0.68,0.57,1.52,129.8969072,48.84875847,-0.13,-9.9,9.06,22.15,121.25
3881,E01003973,0.81,3.53,-0.4,4.96,0.26,1.89,2.41,53.84615385,49.68553459,1.8599999999999999,-13.32,10.330000000000002,20.67,100.75
3882,E01003974,0.14,1.53,-1.21,2.07,0.21,4.81,5.94,121.9387755,51.89873418,4.58,-7.09,0.27,19.75,98.0
3883,E01003975,4.58,3.84,0.05,1.41,-1.22,-0.41,0.38,153.33069780000002,48.29836829999999,4.47,-16.79,6.590000000000001,21.45,126.475
3884,E01003976,10.14,3.21,1.03,0.25,-0.58,-2.23,-0.71,102.6315789,59.76237624,2.0,-19.32,16.470000000000002,25.25,190.0
3885,E01003977,1.44,2.39,3.71,2.32,0.23,-0.14,0.77,117.6165803,45.11070111,-0.75,-7.15,6.4399999999999995,21.68,96.5
3886,E01003978,7.94,5.53,-0.04,-0.95,-1.08,-3.2,-0.18,119.858156,41.2568306,3.65,-17.55,14.170000000000002,25.62,141.0
3887,E01003979,1.47,3.07,-0.3,-0.05,-1.68,1.06,1.29,146.6101695,41.04820199,-6.630000000000001,-3.9700000000000006,10.200000000000001,26.14,147.5
3888,E01003980,0.93,-0.06,-0.6,0.05,-2.33,2.05,2.28,-13.09090909,33.9100346,-2.42,-13.47,16.1,23.12,275.0
3889,E01003981,5.53,0.48,1.39,1.56,-2.04,-1.91,1.51,152.4916944,45.27700279,-1.04,-11.36,9.68,25.09,150.5
3890,E01003983,1.62,-0.17,2.64,1.61,-0.32,-0.14,3.72,41.48559879,43.02384576,1.58,-7.609999999999999,4.1000000000000005,19.71,98.95
3891,E01003984,0.27,3.77,-0.32,2.01,0.76,3.64,2.35,157.8947368,45.54950045,0.6700000000000002,-17.66,14.83,22.02,95.0
3892,E01003986,1.66,-0.19,2.31,0.59,3.19,2.83,5.59,104.4198895,38.03526448,0.02999999999999997,-4.380000000000001,2.4000000000000004,19.85,90.5
3893,E01003987,1.41,3.45,2.63,3.51,-0.51,3.55,0.11,117.5757576,37.85714286,1.05,-12.31,7.989999999999999,21.0,82.5
3894,E01003988,2.49,2.21,-0.87,1.87,-0.1,4.17,2.74,137.1794872,40.27711419,-4.89,-5.9,9.809999999999999,20.93,78.0
3895,E01003989,-3.08,1.78,0.65,1.71,-0.54,-1.28,3.66,89.73684211,39.80123048,7.37,-18.560000000000002,9.780000000000001,21.13,95.0
3896,E01003990,0.72,1.9,2.81,2.55,1.05,0.34,1.61,132.5581395,44.85935984,2.1399999999999997,-11.219999999999999,6.28,20.62,107.5
3897,E01003991,1.39,-3.14,2.97,4.62,2.36,0.69,4.14,159.8039216,42.0754717,-1.13,-6.0,6.46,21.2,102.0
3898,E01003992,-0.97,2.44,0.98,2.41,1.07,-0.35,3.33,66.05166052,46.38888889,1.63,-8.149999999999999,6.42,21.6,135.5
3899,E01003993,-1.11,3.69,1.61,2.11,-0.71,1.47,5.18,98.68421053,48.41040462,3.91,-9.489999999999998,4.449999999999999,20.76,95.0
3900,E01003994,2.69,0.01,1.33,3.28,1.79,-0.77,3.17,42.66666667,41.00044663,-0.5099999999999998,-8.77,8.22,22.39,150.0
3901,E01003995,1.57,2.36,-2.21,0.57,0.67,-1.2,4.48,94.55252918,46.79213003,2.19,-8.120000000000001,6.48,23.38,128.5
3902,E01003997,-2.77,0.97,2.78,0.48,0.88,1.98,2.52,47.35907679,43.79032258,-2.74,-4.140000000000001,5.6,24.8,168.975
3903,E01003998,7.55,0.61,1.52,1.65,0.16,1.2,-0.25,135.61643840000002,44.88872124,-0.060000000000000026,-3.18,3.22,26.51,182.5
3904,E01003999,1.7,3.41,1.09,1.39,0.59,2.25,1.45,82.67223382,42.42549669,-0.37999999999999995,-9.559999999999999,8.43,24.16,119.75
3905,E01004000,1.14,3.12,2.48,5.16,-0.54,0.71,1.36,243.3526012,46.38633377,-0.74,-5.34,4.98,22.83,86.5
3906,E01004001,1.62,4.38,1.72,3.02,1.33,2.32,2.17,30.98159509,48.93817839,-2.4299999999999997,-0.5,0.95,21.19,163.0
3907,E01004002,2.1,-0.16,1.59,2.32,-0.11,1.24,1.77,156.3315426,46.08127721,-2.44,-0.9000000000000001,2.3,27.56,162.875
3908,E01004003,0.61,1.5,2.91,2.52,1.57,2.74,1.51,141.85120680000003,49.02427416,1.8,-11.58,8.37,21.01,100.475
3909,E01004004,1.97,1.87,1.54,4.47,0.62,-1.29,3.69,58.2278481,45.36480687,-6.9,-5.58,7.2,23.3,158.0
3910,E01004005,2.4,3.4,1.03,3.26,-1.63,3.18,5.21,172.22222219999998,56.22119816,0.08999999999999986,-10.399999999999999,8.47,19.53,90.0
3911,E01004006,2.9,-1.04,-0.01,2.16,0.07,3.26,1.17,130.9160305,51.73179396,-6.800000000000001,-6.23,12.02,22.52,131.0
3912,E01004007,-1.46,-0.96,3.68,1.9,-1.18,1.09,2.59,147.9812581,41.67062174,6.7,-10.4,2.7399999999999998,21.07,80.248
3913,E01004008,1.57,0.97,2.13,3.08,-1.21,1.08,2.55,101.6463415,44.03927069,-0.28,-12.83,8.91,21.39,82.0
3914,E01004010,0.18,-0.27,0.43,3.63,1.27,-0.22,4.96,7.407407407000001,34.43822643,-3.7800000000000002,-10.47,10.74,23.23,135.0
3915,E01004011,-1.47,3.79,4.79,3.14,0.68,0.25,2.77,160.0,46.41101278,8.729999999999999,-16.799999999999997,6.76,20.34,85.0
3916,E01004012,3.01,7.27,0.64,2.68,-0.1,-0.34,1.54,340.9574468,50.84348641,11.35,-30.380000000000003,14.2,21.34,47.0
3917,E01004013,-0.49,4.24,1.84,1.89,-1.03,2.07,1.08,73.33333333,40.0742115,12.059999999999999,-25.029999999999998,11.1,21.56,135.0
3918,E01004014,1.35,2.94,2.38,0.64,1.31,-1.78,2.5,29.38005391,26.18006993,8.129999999999999,-20.28,9.4,22.88,92.75
3919,E01004015,3.37,-0.31,3.79,2.31,-1.08,-0.36,1.55,187.4378992,49.14112496,-4.319999999999999,-1.2800000000000002,5.36,29.69,140.9
3920,E01004016,5.11,0.29,-1.34,3.17,-0.21,0.61,2.09,109.2198582,46.02026049,-0.18999999999999995,-2.86,1.96,27.64,141.0
3921,E01004017,1.18,8.07,1.8,3.24,0.13,-0.48,1.68,108.1850534,49.5994427,-3.51,-2.36,5.24,28.71,140.5
3922,E01004018,3.68,6.13,1.15,1.34,-0.62,0.77,-0.48,136.19047619999998,52.12407283,-0.20999999999999996,-5.76,4.46,29.66,157.5
3923,E01004019,0.63,4.63,-1.08,2.44,0.78,0.83,1.66,135.09174309999997,47.95481106,-0.67,-7.3999999999999995,3.8200000000000003,25.67,109.0
3924,E01004020,0.36,-0.63,0.27,4.69,0.21,0.83,2.78,173.255814,45.39975894,-1.9499999999999997,-3.34,3.4400000000000004,24.89,86.0
3925,E01004021,5.13,1.89,0.98,-1.45,1.79,0.37,0.56,132.0,50.32062099,-5.99,-3.1399999999999997,9.5,29.63,125.0
3926,E01004022,7.86,10.06,1.89,-0.78,-0.86,-2.16,-1.33,102.9234308,49.83036472,-5.84,-15.139999999999999,6.51,23.58,149.995
3927,E01004023,3.98,2.24,1.63,1.34,2.28,2.65,3.12,153.968254,41.43341815,0.06000000000000005,-4.109999999999999,3.17,23.58,126.0
3928,E01004024,-1.03,0.01,-0.52,2.42,0.56,3.51,4.03,42.85714286,35.69482289,-1.9499999999999997,-5.8999999999999995,7.06,22.02,112.0
3929,E01004027,9.91,4.23,2.1,1.43,-1.91,-4.81,-1.84,71.59168905,55.2154195,2.49,-23.43,19.01,26.46,219.999
3930,E01004028,7.72,7.11,2.8,0.96,-0.32,-1.72,-0.33,105.51724140000002,54.04178020000001,4.48,-18.77,9.219999999999999,22.02,108.75
3931,E01004029,1.15,1.28,-1.19,1.35,-1.24,-0.25,0.82,69.43699732,40.81183134,-9.9,-5.1,14.6,31.78,186.5
