,LSOA_Code,Score_2001,Score_2011,Rank_2001,Rank_2011,Rank_chg,Z_score,score_chg,status
1981,E01002030,-1.122088550198883,0.3299881568310317,2775.0,2315.0,460.0,1.0210001008917196,1.4520767070299148,ASC
1995,E01002045,-1.647640214652495,-0.29636645226716096,4133.0,3387.0,746.0,1.6557958157939627,1.351273762385334,ASC
2002,E01002052,-1.2476968809108966,0.4527555923657121,3087.0,2136.0,951.0,2.1108067303217943,1.7004524732766086,ASC
2009,E01002059,-0.008071773147990291,3.112001840713638,1036.0,377.0,659.0,1.4626936227992244,3.1200736138616283,ASC
2038,E01002088,-1.220865314959627,0.2532850282325545,3032.0,2441.0,591.0,1.3117631731021877,1.4741503431921814,ASC
2059,E01002109,-0.15481566517012174,2.450235234360374,1165.0,582.0,583.0,1.2940066496084186,2.605050899530496,ASC
2094,E01002144,-0.4192386014153349,1.6856669715684098,1487.0,995.0,492.0,1.0920261948667958,2.104905572983745,ASC
2095,E01002145,-1.0454580461998877,0.5886306824618821,2593.0,1964.0,629.0,1.3961066596975904,1.6340887286617698,ASC
2097,E01002147,0.3265743007793622,3.4662569291987038,754.0,308.0,446.0,0.9899261847776238,3.1396826284193415,ASC
2098,E01002148,-0.5754066742128321,1.3181333615870658,1734.0,1241.0,493.0,1.0942457603035172,1.8935400357998982,ASC
2138,E01002188,0.8272489712379676,3.604003032235824,432.0,277.0,155.0,0.3440326426917751,2.7767540609978556,ASC
2143,E01002193,-0.44319901713793697,2.066829113613382,1525.0,752.0,773.0,1.7157240825854332,2.5100281307513197,ASC
2144,E01002194,0.008454523657313872,2.758739221840928,1013.0,484.0,529.0,1.1741501160254777,2.750284698183614,ASC
2195,E01002246,-1.6926150394948971,-0.42874919120849386,4240.0,3668.0,572.0,1.269591429804486,1.2638658482864034,ASC
2203,E01002254,-0.6589482654239102,1.412661948080154,1862.0,1179.0,683.0,1.5159631932805315,2.0716102135040644,ASC
2217,E01002268,-1.2610949737106556,0.2609484118668467,3121.0,2428.0,693.0,1.5381588476477428,1.5220433855775024,ASC
2219,E01002270,0.6101011383793407,3.6203731591852737,566.0,274.0,292.0,0.6481131075225698,3.010272020805933,ASC
2221,E01002272,-1.1641166929890352,0.3603242429126536,2897.0,2268.0,629.0,1.3961066596975904,1.5244409359016888,ASC
2253,E01002304,-1.4840040705764006,-0.19976477931348802,3721.0,3199.0,522.0,1.1586131579684296,1.2842392912629126,ASC
2269,E01002320,-1.3045402737747145,0.2989294108505832,3248.0,2365.0,883.0,1.9598762806247572,1.6034696846252978,ASC
2307,E01002359,-1.4476114268047418,0.056169256790363616,3623.0,2744.0,879.0,1.9509980188778728,1.5037806835951053,ASC
2310,E01002362,-1.2666685447188684,0.42875698602818896,3136.0,2169.0,967.0,2.146319777309332,1.6954255307470574,ASC
2312,E01002364,-1.199479994123222,0.21247385982621053,2979.0,2489.0,490.0,1.0875870639933536,1.4119538539494323,ASC
2314,E01002366,-1.5824726835581076,-0.3421433060931107,3970.0,3481.0,489.0,1.0853674985566324,1.2403293774649968,ASC
2315,E01002367,-1.2688774671302945,0.2045745926841774,3139.0,2501.0,638.0,1.4160827486280807,1.4734520598144718,ASC
2324,E01002376,-0.3816253835064084,1.8165822643755918,1438.0,904.0,534.0,1.1852479432090832,2.1982076478820005,ASC
2326,E01002378,-1.3935352589157373,-0.07133041145084018,3485.0,2980.0,505.0,1.1208805455441704,1.322204847464897,ASC
2328,E01002380,-1.5306013917800454,-0.03796969172797243,3843.0,2915.0,928.0,2.059756725277208,1.4926317000520732,ASC
2329,E01002381,-1.309279752969687,0.7727092288483091,3263.0,1764.0,1499.0,3.3271285896449734,2.081988981817996,ASC
2330,E01002382,-1.234546497141972,0.2481694669626551,3063.0,2445.0,618.0,1.3716914398936582,1.482715964104627,ASC
2332,E01002384,-0.9470580966541888,1.0554108085728655,2374.0,1476.0,898.0,1.9931697621755744,2.0024689052270546,ASC
2333,E01002385,-0.8084093704820015,1.0718704372531145,2108.0,1467.0,641.0,1.4227414449382443,1.880279807735116,ASC
2335,E01002387,-0.5484271764078363,1.576372541584505,1678.0,1055.0,623.0,1.3827892670772637,2.124799717992341,ASC
2338,E01002390,-0.29995138773759555,1.8514268571725758,1337.0,877.0,460.0,1.0210001008917196,2.1513782449101715,ASC
2367,E01002419,-0.7559211694748497,1.1716846814922266,2013.0,1368.0,645.0,1.4316197066851286,1.927605850967076,ASC
2373,E01002425,-1.7087590033194753,-0.449727892474865,4278.0,3715.0,563.0,1.2496153408739958,1.2590311108446102,ASC
2380,E01002432,-0.4885498894151238,1.4950137054858201,1587.0,1123.0,464.0,1.029878362638604,1.983563594900944,ASC
2394,E01002446,-1.6138043886378668,-0.1711617910839634,4038.0,3153.0,885.0,1.9643154114982,1.4426425975539034,ASC
2395,E01002447,-1.56247226403311,-0.2072082599678408,3923.0,3213.0,710.0,1.5758914600720018,1.3552640040652693,ASC
2421,E01002473,1.205010589020059,6.826761113434579,258.0,38.0,220.0,0.4883043960786485,5.621750524414519,ASC
2443,E01002495,-1.0606041379149744,0.6016891546379406,2629.0,1944.0,685.0,1.5204023241539737,1.662293292552915,ASC
2486,E01002543,-1.8633664496939293,-0.6445270607017363,4568.0,4091.0,477.0,1.0587327133159787,1.2188393889921931,ASC
2488,E01002545,-1.5506346983143384,-0.12497552581111805,3896.0,3085.0,811.0,1.800067569180836,1.4256591725032204,ASC
2490,E01002547,-1.5798671584863937,-0.3455150074059715,3963.0,3487.0,476.0,1.0565131478792578,1.2343521510804225,ASC
2499,E01002556,-1.7470089523696688,-0.5217326087952169,4353.0,3854.0,499.0,1.1075631529238437,1.225276343574452,ASC
2500,E01002557,-1.7160514856828206,-0.4115300739974668,4300.0,3641.0,659.0,1.4626936227992244,1.3045214116853538,ASC
2502,E01002559,-1.7578933426303798,-0.502147687958618,4381.0,3809.0,572.0,1.269591429804486,1.2557456546717618,ASC
2511,E01002568,-1.613657929048622,-0.028496878078125693,4037.0,2894.0,1143.0,2.536963294172251,1.5851610509704963,ASC
2513,E01002570,0.5055177624183006,3.891894159971896,622.0,216.0,406.0,0.9011435673087786,3.386376397553596,ASC
2517,E01002574,1.1845074738878612,4.764708986899999,266.0,123.0,143.0,0.31739785745112153,3.5802015130121374,ASC
2518,E01002575,1.5259320888727912,5.10044683558505,153.0,109.0,44.0,0.0976608792157297,3.574514746712259,ASC
2521,E01002578,0.8844011503659097,3.711444807290365,403.0,254.0,149.0,0.3307152500714483,2.827043656924455,ASC
2544,E01002602,-1.5515816933802768,-0.3178353642221351,3898.0,3428.0,470.0,1.0431957552589308,1.2337463291581416,ASC
2629,E01002690,2.0782364714613983,7.079041001969043,77.0,35.0,42.0,0.09322174834228744,5.0008045305076445,ASC
2633,E01002694,-1.1357371385660464,0.485897537900562,2825.0,2091.0,734.0,1.629161030553309,1.6216346764666083,ASC
2637,E01002698,0.01869694598474664,2.627995272965124,995.0,522.0,473.0,1.0498544515690942,2.609298326980377,ASC
2638,E01002699,0.953687765165854,4.871712057741034,378.0,118.0,260.0,0.5770870135474937,3.91802429257518,ASC
2639,E01002700,2.8566503784848183,6.2083948694067095,20.0,67.0,-47.0,-0.10431957552589308,3.351744490921891,ASC
2640,E01002701,-0.7337842127322601,1.056608483233476,1980.0,1475.0,505.0,1.1208805455441704,1.790392695965736,ASC
2641,E01002702,-1.0282921673185619,1.2964675102716734,2552.0,1263.0,1289.0,2.861019847933536,2.324759677590236,ASC
2646,E01002708,-1.1971986860860355,0.3509756362664719,2974.0,2284.0,690.0,1.5315001513375794,1.5481743223525075,ASC
2647,E01002709,-1.060374700775268,0.4624198846904602,2627.0,2123.0,504.0,1.1186609801074494,1.522794585465728,ASC
2653,E01002715,-1.6798039964870553,-0.3546576206417802,4206.0,3514.0,692.0,1.5359392822110216,1.3251463758452748,ASC
2658,E01002720,-1.3766895820040004,0.21417689823385333,3432.0,2486.0,946.0,2.0997089031381884,1.5908664802378536,ASC
2660,E01002722,-0.8290267115335097,1.6364429541679757,2149.0,1025.0,1124.0,2.4947915508745497,2.4654696657014856,ASC
2663,E01002725,-0.6405267393471451,1.7535417203750532,1829.0,943.0,886.0,1.9665349769349207,2.3940684597221984,ASC
2664,E01002726,-0.44713178591975605,1.6683157973578482,1532.0,1005.0,527.0,1.1697109851520353,2.115447583277604,ASC
2678,E01002740,1.0898885753234917,4.3317109372964655,318.0,159.0,159.0,0.3529109044386596,3.2418223619729734,ASC
2690,E01002754,0.7614637578725224,3.692310927079869,475.0,258.0,217.0,0.4816456997684851,2.9308471692073463,ASC
2691,E01002755,-1.1749889372380546,0.27754871664576114,2923.0,2401.0,522.0,1.1586131579684296,1.4525376538838155,ASC
2693,E01002757,-0.2182656012567564,3.5734090078231446,1245.0,281.0,964.0,2.139661080999169,3.7916746090799016,ASC
2717,E01002782,-1.240924291858984,0.19978452292446847,3074.0,2508.0,566.0,1.2562740371841594,1.4407088147834526,ASC
2725,E01002790,-0.2936471530739595,2.2863199199696957,1329.0,647.0,682.0,1.5137436278438103,2.5799670730436555,ASC
2731,E01002796,-0.10933523309094426,2.432151350097648,1121.0,590.0,531.0,1.17858924689892,2.541486583188592,ASC
2737,E01002802,0.8749197821278689,4.547982773532216,407.0,139.0,268.0,0.5948435370412627,3.6730629914043473,ASC
2739,E01002804,-0.8883856966579662,0.7892953966268831,2262.0,1745.0,517.0,1.147515330784824,1.6776810932848494,ASC
2747,E01002812,1.5229236165165756,4.416943382816874,155.0,149.0,6.0,0.013317392620326777,2.8940197663002984,ASC
2748,E01002813,2.8086913699793468,8.136458023970746,22.0,21.0,1.0,0.0022195654367211295,5.327766653991401,ASC
2751,E01002816,2.5080101364633816,6.23619752170154,36.0,64.0,-28.0,-0.062147832228191625,3.728187385238158,ASC
2752,E01002817,5.800001585333727,9.78453184657716,3.0,13.0,-10.0,-0.02219565436721129,3.984530261243433,ASC
2753,E01002818,2.397336640550421,6.696513423913737,45.0,46.0,-1.0,-0.0022195654367211295,4.2991767833633165,ASC
2754,E01002819,3.0643463506993767,6.690142486366477,15.0,47.0,-32.0,-0.07102609397507614,3.6257961356671,ASC
2755,E01002820,1.5120901200057768,4.818520940516791,162.0,121.0,41.0,0.09100218290556633,3.3064308205110144,ASC
2756,E01002821,1.6333450344123,5.719487812416916,129.0,80.0,49.0,0.10875870639933537,4.086142778004617,ASC
2757,E01002822,4.8790098176753744,10.360465463069842,5.0,10.0,-5.0,-0.011097827183605649,5.481455645394467,ASC
2758,E01002823,0.10392722317083246,6.186276326109469,911.0,68.0,843.0,1.8710936631559123,6.082349102938637,ASC
2759,E01002824,1.9856192294376767,4.992926849143875,90.0,111.0,-21.0,-0.04661087417114372,3.007307619706198,ASC
2760,E01002825,2.408049985298207,6.6257237122028805,44.0,52.0,-8.0,-0.017756523493769036,4.217673726904674,ASC
2762,E01002827,3.299554964824765,6.740673661970388,12.0,43.0,-31.0,-0.06880652853835502,3.4411186971456225,ASC
2763,E01002828,2.3100878931960627,7.944525561490308,52.0,25.0,27.0,0.0599282667914705,5.634437668294245,ASC
2764,E01002829,-0.0635984822645276,2.8616087784948223,1089.0,452.0,637.0,1.4138631831913595,2.92520726075935,ASC
2765,E01002830,-0.3915274425412101,2.399071779632556,1448.0,606.0,842.0,1.868874097719191,2.790599222173766,ASC
2766,E01002831,-0.262921083621628,1.9930174273415118,1286.0,790.0,496.0,1.1009044566136803,2.2559385109631402,ASC
2767,E01002832,-0.09356409502395516,3.1703673804603603,1106.0,360.0,746.0,1.6557958157939627,3.263931475484315,ASC
2768,E01002833,1.1839613565618097,4.11227502636056,267.0,193.0,74.0,0.16424784231736358,2.9283136697987513,ASC
2769,E01002834,1.7809822763557308,7.542071305317347,106.0,29.0,77.0,0.17090653862752694,5.7610890289616155,ASC
2770,E01002835,2.0362336274371224,5.987609295996753,82.0,73.0,9.0,0.019976088930490167,3.9513756685596313,ASC
2771,E01002836,2.202787615446584,5.29000292724405,61.0,101.0,-40.0,-0.08878261746884518,3.087215311797466,ASC
2772,E01002837,2.1997981071123216,7.682173219121424,62.0,28.0,34.0,0.0754652248485184,5.482375112009102,ASC
2773,E01002838,1.5999819204832204,4.531959404442891,138.0,141.0,-3.0,-0.006658696310163389,2.9319774839596713,ASC
2779,E01002844,2.1662023811292577,6.370318918096452,70.0,60.0,10.0,0.02219565436721129,4.204116536967193,ASC
2790,E01002855,-0.99950466728221,2.5855774977930706,2487.0,535.0,1952.0,4.332591732479645,3.5850821650752804,ASC
2794,E01002859,2.2468502047186325,5.535504986165163,55.0,89.0,-34.0,-0.0754652248485184,3.2886547814465312,ASC
2795,E01002860,2.6252348848818423,11.237068377926967,31.0,6.0,25.0,0.05548913591802824,8.611833493045125,ASC
2796,E01002861,3.062563265956628,8.433496120806469,16.0,20.0,-4.0,-0.008878261746884518,5.3709328548498405,ASC
2798,E01002863,2.3453364491780064,8.646233778242804,49.0,17.0,32.0,0.07102609397507614,6.3008973290647985,ASC
2799,E01002864,2.138569719358838,6.714515873151593,72.0,44.0,28.0,0.062147832228191625,4.575946153792755,ASC
2800,E01002865,2.3439884453083253,10.064844741059627,50.0,12.0,38.0,0.08434348659540293,7.720856295751302,ASC
2803,E01002868,2.4984397875436346,9.752528379558957,38.0,14.0,24.0,0.053269570481307114,7.2540885920153215,ASC
2806,E01002871,2.286805915292799,8.136340960781645,54.0,22.0,32.0,0.07102609397507614,5.849535045488846,ASC
2807,E01002872,1.6789660569681053,4.593157709028748,124.0,132.0,-8.0,-0.017756523493769036,2.914191652060643,ASC
2808,E01002873,1.0661412634306766,5.43697786418975,334.0,94.0,240.0,0.532695704813071,4.370836600759073,ASC
2809,E01002874,0.5213547099209292,4.567602994952352,609.0,134.0,475.0,1.0542935824425366,4.046248285031424,ASC
2810,E01002875,1.7252761424266891,7.192524339168847,115.0,32.0,83.0,0.18422393124785372,5.467248196742158,ASC
2812,E01002877,-0.7167460219127051,1.3837557176063608,1957.0,1199.0,758.0,1.6824306010346162,2.100501739519066,ASC
2818,E01002883,1.1446645345749609,4.187560439622788,285.0,180.0,105.0,0.23305437085571865,3.0428959050478266,ASC
2819,E01002884,0.8847450390824592,4.275491612612061,400.0,167.0,233.0,0.5171587467560231,3.390746573529602,ASC
2821,E01002886,1.9979908390317465,4.756771536959452,88.0,124.0,-36.0,-0.07990435572196067,2.758780697927705,ASC
2824,E01002889,2.3780506221422693,7.158907030739129,47.0,33.0,14.0,0.031073916114095813,4.78085640859686,ASC
2825,E01002890,4.789336749733518,11.087379432156126,6.0,7.0,-1.0,-0.0022195654367211295,6.298042682422607,ASC
2826,E01002891,2.591178242393992,6.774388714347175,34.0,42.0,-8.0,-0.017756523493769036,4.183210471953183,ASC
2827,E01002892,2.1228071877275485,5.180537668546472,75.0,106.0,-31.0,-0.06880652853835502,3.057730480818923,ASC
2830,E01002895,3.3159059006558134,7.2363720929262385,10.0,31.0,-21.0,-0.04661087417114372,3.920466192270425,ASC
2835,E01002900,2.720901701115399,8.443933640418683,25.0,19.0,6.0,0.013317392620326777,5.723031939303284,ASC
2837,E01002902,1.4923753450706432,5.356197803939213,167.0,97.0,70.0,0.15536958057047906,3.8638224588685697,ASC
2838,E01002903,6.186326275196168,13.239187908198648,2.0,3.0,-1.0,-0.0022195654367211295,7.052861633002481,ASC
2840,E01002905,-1.2356272481200132,0.34806451074483297,3065.0,2288.0,777.0,1.7246023443323175,1.5836917588648465,ASC
2841,E01002906,-0.8932485274184951,1.2031270265104017,2271.0,1344.0,927.0,2.057537159840487,2.0963755539288966,ASC
2845,E01002910,1.8611071505120176,4.91610381429896,101.0,117.0,-16.0,-0.03551304698753807,3.0549966637869437,ASC
2846,E01002911,2.5042785683319586,6.79331155311733,37.0,40.0,-3.0,-0.006658696310163389,4.289032984785371,ASC
2848,E01002913,0.9346238795205492,4.112735675975457,391.0,192.0,199.0,0.4416935219075048,3.178111796454908,ASC
2850,E01002915,-0.9044858881133442,0.8101689290960213,2289.0,1720.0,569.0,1.2629327334943228,1.7146548172093654,ASC
2869,E01002934,0.6951952708282058,3.5106696423889314,519.0,297.0,222.0,0.4927435269520908,2.8154743715607258,ASC
2881,E01002947,-1.302197883310459,0.05786116481714815,3236.0,2739.0,497.0,1.1031240220504015,1.3600590481276071,ASC
2886,E01002952,3.205910472392328,6.655706227361442,14.0,48.0,-34.0,-0.0754652248485184,3.4497957549691134,ASC
2887,E01002953,1.3243244705534314,5.691920833424902,217.0,82.0,135.0,0.2996413339573525,4.367596362871471,ASC
2889,E01002955,-0.5732997744282824,1.9225066619015216,1729.0,832.0,897.0,1.9909501967388528,2.4958064363298043,ASC
2890,E01002956,0.08489274998270528,2.882825736804913,933.0,443.0,490.0,1.0875870639933536,2.7979329868222083,ASC
2910,E01002976,-1.076093231110557,0.5948549375129158,2659.0,1957.0,702.0,1.5581349365782329,1.670948168623473,ASC
2913,E01002979,-0.9951194220303208,1.1671424374217665,2471.0,1378.0,1093.0,2.4259850223361945,2.1622618594520877,ASC
2944,E01003010,0.6419505594455309,3.6112998147173,544.0,276.0,268.0,0.5948435370412627,2.9693492552717693,ASC
2947,E01003014,-0.57896791456379,1.4349355780686208,1741.0,1165.0,576.0,1.2784696915513707,2.013903492632411,ASC
2950,E01003017,-0.17948549165927735,3.528817871569162,1191.0,292.0,899.0,1.995389327612296,3.7083033632284392,ASC
2960,E01003027,2.4573131201807623,5.49932856340917,41.0,90.0,-49.0,-0.10875870639933537,3.042015443228408,ASC
2961,E01003028,0.99990777249469,4.642426584152301,360.0,129.0,231.0,0.512719615882581,3.6425188116576113,ASC
2992,E01003059,-1.789374183937664,-0.4293051440807424,4441.0,3670.0,771.0,1.7112849517119908,1.3600690398569215,ASC
3001,E01003068,-1.2596381323705843,0.334901118259003,3116.0,2305.0,811.0,1.800067569180836,1.5945392506295872,ASC
3003,E01003070,-1.5086548671708682,-0.16607551868661233,3789.0,3144.0,645.0,1.4316197066851286,1.342579348484256,ASC
3026,E01003093,-1.5141487685958304,-0.2254659872956045,3804.0,3245.0,559.0,1.2407370791271115,1.288682781300226,ASC
3041,E01003109,-1.1015607964438523,1.0977921772448818,2720.0,1439.0,1281.0,2.843263324439767,2.1993529736887343,ASC
3062,E01003130,-0.8667851018537951,0.7807275705129071,2223.0,1753.0,470.0,1.0431957552589308,1.6475126723667022,ASC
3064,E01003132,-1.5430010065577098,-0.18528114037407933,3878.0,3178.0,700.0,1.5536958057047907,1.3577198661836305,ASC
3092,E01003160,-1.6371769793221738,-0.2755560540331916,4105.0,3333.0,772.0,1.713504517148712,1.3616209252889822,ASC
3107,E01003175,-1.3169812419209952,0.13912054917429714,3284.0,2604.0,680.0,1.5093044969703682,1.4561017910952925,ASC
3139,E01003207,-1.6280750600658338,-0.31110112908936904,4082.0,3413.0,669.0,1.4848892771664357,1.3169739309764648,ASC
3140,E01003209,-1.259161408566213,0.1934165492932292,3115.0,2520.0,595.0,1.320641434849072,1.4525779578594422,ASC
3145,E01003214,-1.060469541651143,0.7832392394044364,2628.0,1748.0,880.0,1.953217584314594,1.8437087810555792,ASC
3157,E01003226,-1.010876050886225,0.5306720024032276,2508.0,2022.0,486.0,1.078708802246469,1.5415480532894523,ASC
3159,E01003228,-0.7132736936646171,1.3717020741924029,1950.0,1207.0,743.0,1.6491371194837994,2.08497576785702,ASC
3161,E01003230,-1.132895209618224,0.337447137658132,2819.0,2303.0,516.0,1.1452957653481028,1.4703423472763562,ASC
3164,E01003233,-0.9397069594944116,0.6713843048524524,2357.0,1873.0,484.0,1.0742696713730266,1.611091264346864,ASC
3165,E01003235,-1.4770236396134224,0.10950904260237154,3696.0,2652.0,1044.0,2.317226315936859,1.5865326822157941,ASC
3175,E01003246,-1.7471900499631046,-0.4601754294468615,4354.0,3730.0,624.0,1.3850088325139849,1.287014620516243,ASC
3178,E01003249,-1.5280429831431843,0.3030997921196117,3834.0,2357.0,1477.0,3.2782981500371084,1.831142775262796,ASC
3179,E01003250,-1.1673205665453403,0.3843877993557552,2906.0,2241.0,665.0,1.4760110154195512,1.5517083659010955,ASC
3188,E01003259,-0.9840861528760058,0.6650957917302253,2445.0,1877.0,568.0,1.2607131680576016,1.6491819446062308,ASC
3189,E01003260,-0.529585590900173,1.9188050008209256,1646.0,836.0,810.0,1.797848003744115,2.448390591721098,ASC
3190,E01003261,-0.6058114825313199,1.269415199249834,1776.0,1293.0,483.0,1.0720501059363057,1.8752266817811536,ASC
3199,E01003270,-1.1751852502065208,0.2988894194277417,2927.0,2366.0,561.0,1.2451762100005537,1.4740746696342626,ASC
3205,E01003276,-0.8148389563060959,1.0132584459353715,2126.0,1518.0,608.0,1.349495785526447,1.8280974022414676,ASC
3210,E01003281,-0.6943743467544936,1.0757723710417928,1915.0,1462.0,453.0,1.0054631428346716,1.7701467177962864,ASC
3219,E01003291,-1.7172098061831982,-0.3484490026177537,4303.0,3495.0,808.0,1.7934088728706727,1.3687608035654444,ASC
3230,E01003303,-1.7540069526089297,-0.38138822651050935,4372.0,3570.0,802.0,1.780091480250346,1.3726187260984204,ASC
3233,E01003307,-1.1005244894800632,0.4124364576486482,2719.0,2189.0,530.0,1.176369681462199,1.5129609471287115,ASC
3235,E01003309,-1.4116417572248183,0.034847985099957755,3532.0,2777.0,755.0,1.6757719047244528,1.4464897423247758,ASC
3239,E01003313,-1.456030555428638,-0.1285832217217308,3642.0,3092.0,550.0,1.2207609901966212,1.3274473337069073,ASC
3241,E01003315,-0.9936241169182018,0.6780988770512691,2469.0,1868.0,601.0,1.3339588274693992,1.6717229939694709,ASC
3251,E01003325,-1.3914091372701494,-0.0784013618208842,3475.0,2998.0,477.0,1.0587327133159787,1.3130077754492648,ASC
3252,E01003326,-1.3687388573647452,0.00023835060065249825,3413.0,2835.0,578.0,1.2829088224248129,1.3689772079653977,ASC
3257,E01003331,-1.2904506524633317,0.10564580604281604,3197.0,2663.0,534.0,1.1852479432090832,1.3960964585061475,ASC
3258,E01003332,-1.258010956103306,0.3057306949919085,3109.0,2351.0,758.0,1.6824306010346162,1.5637416510952145,ASC
3261,E01003335,-1.3091281933841583,0.2730892418669529,3261.0,2412.0,849.0,1.884411055776239,1.5822174352511111,ASC
3262,E01003336,-1.7241754554715432,-0.2204434606456238,4316.0,3235.0,1081.0,2.399350237095541,1.5037319948259191,ASC
3269,E01003343,-0.9708276560613044,1.38948160208799,2413.0,1196.0,1217.0,2.7012111364896145,2.3603092581492944,ASC
3271,E01003345,-1.0981028262329833,0.6484484712053319,2714.0,1892.0,822.0,1.8244827889847688,1.7465512974383148,ASC
3278,E01003352,-1.627913302452993,-0.34772663124999004,4081.0,3490.0,591.0,1.3117631731021877,1.280186671203003,ASC
3287,E01003361,-0.9702175011277956,0.8665779174947725,2412.0,1664.0,748.0,1.6602349466674051,1.836795418622568,ASC
3290,E01003364,-0.8553610783230978,0.8358076321524213,2200.0,1702.0,498.0,1.1053435874871225,1.691168710475519,ASC
3386,E01003460,1.6523308499953997,11.039243287180533,126.0,8.0,118.0,0.2619087215330933,9.386912437185133,ASC
3389,E01003463,2.297406364259336,6.633429353394418,53.0,50.0,3.0,0.006658696310163389,4.336022989135082,ASC
3390,E01003464,2.034796297962383,7.0713618058202385,83.0,36.0,47.0,0.10431957552589308,5.036565507857856,ASC
3391,E01003465,4.6125331354045285,10.821579971845882,7.0,9.0,-2.0,-0.004439130873442259,6.2090468364413525,ASC
3399,E01003473,0.669653008538972,3.5265494809913056,526.0,293.0,233.0,0.5171587467560231,2.8568964724523336,ASC
3400,E01003474,2.602326402914311,6.5335750282864415,33.0,54.0,-21.0,-0.04661087417114372,3.9312486253721306,ASC
3402,E01003476,0.647216148394239,4.0911293867383565,535.0,195.0,340.0,0.7546522484851841,3.4439132383441167,ASC
3420,E01003494,-1.6081632842096047,-0.3398830257634069,4027.0,3477.0,550.0,1.2207609901966212,1.268280258446198,ASC
3429,E01003503,-2.101956722873218,-0.1615791862727674,4813.0,3134.0,1679.0,3.7266503682547767,1.9403775366004508,ASC
3434,E01003511,-1.9651024422360108,-0.5073216890263641,4704.0,3821.0,883.0,1.9598762806247572,1.4577807532096467,ASC
3443,E01003520,-1.731155471099706,-0.33913347311640396,4330.0,3474.0,856.0,1.8999480138332867,1.392021997983302,ASC
3444,E01003521,-1.6613875548210393,-0.21129209467403665,4181.0,3217.0,964.0,2.139661080999169,1.4500954601470026,ASC
3445,E01003522,-1.6810819954134402,-0.4572835237233826,4210.0,3728.0,482.0,1.0698305404995845,1.2237984716900576,ASC
3447,E01003524,-1.8571452011610503,-0.5491785783062899,4563.0,3913.0,650.0,1.442717533868734,1.3079666228547604,ASC
3448,E01003525,-1.6127863649744338,-0.35672221087761524,4035.0,3521.0,514.0,1.140856634474661,1.2560641540968187,ASC
3450,E01003527,-1.5139020526366689,-0.2309343234546983,3802.0,3249.0,553.0,1.2274196865067846,1.2829677291819706,ASC
3452,E01003529,-1.5732180353903995,-0.3017294960146443,3954.0,3398.0,556.0,1.234078382816948,1.2714885393757551,ASC
3453,E01003530,-1.5349606719017508,-0.16974355265536265,3853.0,3149.0,704.0,1.5625740674516753,1.3652171192463882,ASC
3454,E01003531,-1.650425431831362,-0.25479668814705125,4146.0,3293.0,853.0,1.893289317523124,1.395628743684311,ASC
3456,E01003533,-1.711395392013962,-0.4625889891512621,4287.0,3736.0,551.0,1.2229805556333424,1.2488064028627,ASC
3457,E01003534,-1.770846935186324,-0.41040038284863456,4408.0,3637.0,771.0,1.7112849517119908,1.3604465523376894,ASC
3469,E01003546,-1.6523432844697084,-0.4125393705105925,4152.0,3644.0,508.0,1.1275392418543335,1.239803913959116,ASC
3472,E01003549,-1.6642921004857605,-0.4525048263027399,4187.0,3719.0,468.0,1.0387566243854889,1.2117872741830205,ASC
3473,E01003550,-1.5898423158359052,-0.05812636700321184,3988.0,2954.0,1034.0,2.295030661569648,1.5317159488326937,ASC
3475,E01003552,-1.452150423077282,0.12430912883517635,3630.0,2622.0,1008.0,2.237321960214899,1.5764595519124582,ASC
3478,E01003555,-0.9731199020942348,0.9850810910393664,2419.0,1550.0,869.0,1.9288023645106616,1.9582009931336013,ASC
3480,E01003557,-1.4406570057524255,-0.17296509109255934,3607.0,3156.0,451.0,1.0010240119612297,1.2676919146598662,ASC
3482,E01003559,-1.2506331154814383,0.2868269726421241,3096.0,2389.0,707.0,1.5692327637618386,1.5374600881235625,ASC
3484,E01003561,-1.8125091949401528,-0.3330026244740235,4488.0,3458.0,1030.0,2.2861523998227637,1.4795065704661292,ASC
3485,E01003562,-1.8816111014597507,-0.5226295062578928,4603.0,3857.0,746.0,1.6557958157939627,1.358981595201858,ASC
3487,E01003564,-1.8221710117348693,-0.4506020638604283,4506.0,3716.0,790.0,1.7534566950096924,1.3715689478744408,ASC
3488,E01003565,-1.710489652053769,-0.4796181889961169,4284.0,3765.0,519.0,1.1519544616582662,1.230871463057652,ASC
3490,E01003567,-1.7622001010737915,-0.4228980913227844,4390.0,3663.0,727.0,1.6136240724962612,1.339302009751007,ASC
3492,E01003569,-1.6711488515846753,-0.1936678856561621,4197.0,3193.0,1004.0,2.2284436984680145,1.477480965928513,ASC
3493,E01003570,-1.9542209948066305,-0.6571524151410127,4693.0,4112.0,581.0,1.2895675187349762,1.2970685796656176,ASC
3495,E01003572,-1.91675318357798,-0.5438741095059786,4648.0,3901.0,747.0,1.6580153812306837,1.3728790740720012,ASC
3497,E01003574,-1.6887859083063312,-0.4776529875826199,4229.0,3764.0,465.0,1.0320979280753253,1.2111329207237114,ASC
3502,E01003579,-1.8862993801887369,-0.4987305530205266,4607.0,3801.0,806.0,1.7889697419972304,1.3875688271682105,ASC
3506,E01003583,-1.9160586035740963,-0.6256687266495279,4647.0,4058.0,589.0,1.307324042228745,1.2903898769245683,ASC
