,LSOA_Code,Score_2001,Score_2011,Rank_2001,Rank_2011,Rank_chg,Z_score,score_chg,status
900,E01000918,0.08019828462696205,2.8217511042123995,939.0,465.0,474.0,1.0520740170058154,2.7415528195854373,ASC
907,E01000925,-0.6896266678486833,1.31165177406834,1911.0,1247.0,664.0,1.47379144998283,2.001278441917023,ASC
908,E01000926,-0.6119225492086511,1.4361828264276275,1783.0,1163.0,620.0,1.3761305707671003,2.0481053756362786,ASC
909,E01000927,0.2371126170855737,3.373271975447278,808.0,317.0,491.0,1.0898066294300746,3.1361593583617045,ASC
911,E01000929,-0.9679351752669116,1.0749823310011417,2408.0,1463.0,945.0,2.097489337701468,2.0429175062680534,ASC
928,E01000946,1.0601153657759703,5.721517921529356,335.0,79.0,256.0,0.5682087518006091,4.661402555753386,ASC
931,E01000949,-1.1225077617802124,0.4063520400183468,2779.0,2197.0,582.0,1.2917870841716974,1.5288598017985593,ASC
933,E01000951,-1.4983120245821313,-0.2574453380883571,3754.0,3297.0,457.0,1.0143414045815562,1.2408666864937743,ASC
934,E01000952,-1.3445322869243364,0.14946619433034894,3351.0,2590.0,761.0,1.6890892973447795,1.4939984812546854,ASC
935,E01000953,-1.6420196467250818,-0.052386617763186066,4117.0,2945.0,1172.0,2.6013306918371644,1.5896330289618958,ASC
937,E01000955,-1.4791681419605036,-0.1257945423644289,3702.0,3089.0,613.0,1.3605936127100524,1.3533735995960747,ASC
938,E01000956,-1.1862439170506698,0.2915486460062557,2951.0,2376.0,575.0,1.2762501261146495,1.4777925630569255,ASC
941,E01000959,-1.4528232811324846,-0.13592819564458014,3633.0,3098.0,535.0,1.1874675086458044,1.3168950854879045,ASC
947,E01000965,0.7606056449062089,3.518747450689041,476.0,294.0,182.0,0.4039609094832456,2.7581418057828317,ASC
953,E01000971,1.0946157240675924,4.524150931507601,315.0,142.0,173.0,0.3839848205527554,3.4295352074400087,ASC
995,E01001014,-1.5360999270118396,-0.26426363415932685,3854.0,3312.0,542.0,1.2030044667028523,1.2718362928525129,ASC
1008,E01001027,-0.6260027584847808,1.6255577130793055,1807.0,1028.0,779.0,1.72904147520576,2.2515604715640865,ASC
1044,E01001063,-0.9561116815322224,0.8990109882681062,2395.0,1634.0,761.0,1.6890892973447795,1.8551226698003287,ASC
1080,E01001099,-1.0130144067294091,0.5266930296585965,2511.0,2032.0,479.0,1.0631718441894211,1.5397074363880057,ASC
1083,E01001102,-0.5009230536808617,1.5459149915851094,1604.0,1078.0,526.0,1.167491419715314,2.0468380452659707,ASC
1120,E01001139,-1.3838349393832037,0.008446707056676411,3454.0,2824.0,630.0,1.3983262251343116,1.3922816464398802,ASC
1123,E01001142,-1.3965800446441026,0.6712310589192859,3495.0,1874.0,1621.0,3.5979155729249515,2.0678111035633884,ASC
1138,E01001157,-1.1242922184686908,0.4036172107827304,2785.0,2204.0,581.0,1.2895675187349762,1.5279094292514213,ASC
1140,E01001159,-0.9173218802639272,0.6992450103477136,2320.0,1845.0,475.0,1.0542935824425366,1.6165668906116408,ASC
1191,E01001210,-1.2077613921429322,0.29699607259086713,3001.0,2371.0,630.0,1.3983262251343116,1.5047574647337991,ASC
1290,E01001310,-1.384136737107692,-0.0793593076715659,3455.0,3002.0,453.0,1.0054631428346716,1.3047774294361258,ASC
1296,E01001316,-1.8454937627821584,-0.5061977599803532,4543.0,3819.0,724.0,1.6069653761860978,1.339296002801805,ASC
1309,E01001329,-1.710932394135594,-0.4946513267941294,4285.0,3793.0,492.0,1.0920261948667958,1.2162810673414648,ASC
1316,E01001336,-1.3768850202669796,0.6423268122387048,3433.0,1899.0,1534.0,3.404813379930213,2.0192118325056843,ASC
1379,E01001400,-0.7008010052447392,1.1298103710227518,1928.0,1414.0,514.0,1.140856634474661,1.8306113762674912,ASC
1383,E01001404,-1.126145183005806,0.38773376733612863,2795.0,2235.0,560.0,1.2429566445638325,1.5138789503419343,ASC
1391,E01001412,-1.3392548864174427,-0.021456280899036284,3338.0,2876.0,462.0,1.025439231765162,1.3177986055184063,ASC
1393,E01001414,-1.9139085665119897,-0.2978062106228024,4643.0,3390.0,1253.0,2.7811154922115757,1.6161023558891874,ASC
1396,E01001417,0.7427715669301667,4.258284780246872,489.0,170.0,319.0,0.7080413743140404,3.515513213316705,ASC
1401,E01001422,2.0123516755307147,6.512363680813674,85.0,56.0,29.0,0.06436739766491276,4.500012005282959,ASC
1429,E01001451,-0.6011829985633966,1.4840970354022862,1768.0,1132.0,636.0,1.4116436177546383,2.0852800339656827,ASC
1545,E01001569,-0.3185107894777585,1.8577138083664708,1356.0,871.0,485.0,1.0764892368097478,2.176224597844229,ASC
1564,E01001588,-1.4003002464699088,0.10200749998126996,3513.0,2671.0,842.0,1.868874097719191,1.5023077464511787,ASC
1566,E01001590,-0.8331470381535584,0.9502555570137768,2155.0,1572.0,583.0,1.2940066496084186,1.7834025951673351,ASC
1568,E01001592,-0.7189732396586712,1.1432617117974022,1962.0,1402.0,560.0,1.2429566445638325,1.8622349514560732,ASC
1570,E01001594,-1.6579520789530902,-0.35126406317340003,4167.0,3507.0,660.0,1.4649131882359456,1.30668801577969,ASC
1571,E01001595,-1.5341459011267309,-0.01859583030674792,3850.0,2870.0,980.0,2.1751741279867067,1.5155500708199832,ASC
1576,E01001600,-1.3544351952579985,0.13435814230887422,3378.0,2612.0,766.0,1.7001871245283853,1.4887933375668727,ASC
1594,E01001620,-1.920609936191756,-0.6618736902053364,4653.0,4123.0,530.0,1.176369681462199,1.2587362459864193,ASC
1595,E01001621,-1.666633812922881,-0.35707081834223664,4191.0,3522.0,669.0,1.4848892771664357,1.3095629945806444,ASC
1597,E01001624,-1.5684965733237468,-0.3423841774680198,3942.0,3482.0,460.0,1.0210001008917196,1.226112395855727,ASC
1598,E01001625,-2.0557914901444243,-0.740291101338807,4786.0,4264.0,522.0,1.1586131579684296,1.3155003888056171,ASC
1599,E01001629,-2.101090510700105,-0.7826525375795796,4811.0,4332.0,479.0,1.0631718441894211,1.3184379731205254,ASC
1606,E01001637,-1.7184023279125211,-0.515351954065265,4307.0,3839.0,468.0,1.0387566243854889,1.2030503738472558,ASC
1607,E01001638,-1.5062004216743112,-0.14643854289156868,3782.0,3116.0,666.0,1.4782305808562723,1.3597618787827426,ASC
1617,E01001650,-1.6308437426072309,-0.3943025595528397,4091.0,3601.0,490.0,1.0875870639933536,1.2365411830543909,ASC
1628,E01001661,-1.8131819625159509,-0.6013084976880838,4489.0,4014.0,475.0,1.0542935824425366,1.211873464827867,ASC
1632,E01001666,-1.1906532743803142,0.312356118900714,2959.0,2341.0,618.0,1.3716914398936582,1.5030093932810282,ASC
1633,E01001667,-1.6350416896928517,-0.17681097063591394,4099.0,3163.0,936.0,2.0775132487709773,1.4582307190569377,ASC
1647,E01001682,-1.170735377832952,0.40047774631880817,2913.0,2211.0,702.0,1.5581349365782329,1.5712131241517602,ASC
1670,E01001708,-1.1854191291983858,0.4583220499914813,2950.0,2131.0,819.0,1.8178240926746048,1.643741179189867,ASC
1674,E01001712,-1.9956915534517616,-0.2533549840457379,4730.0,3291.0,1439.0,3.1939546634417053,1.7423365694060238,ASC
1692,E01001731,-1.4713929784810018,0.010840348062862826,3678.0,2818.0,860.0,1.9088262755801717,1.4822333265438647,ASC
1701,E01001740,-1.6746600052223086,-0.3538883384456721,4201.0,3513.0,688.0,1.5270610204641368,1.3207716667766365,ASC
1704,E01001744,-0.9740633657418334,0.7866967502507893,2421.0,1746.0,675.0,1.4982066697867624,1.7607601159926227,ASC
1708,E01001748,-0.8239329853619917,0.97331726088693,2139.0,1559.0,580.0,1.2873479532982552,1.7972502462489215,ASC
1710,E01001750,-0.9110105793398742,1.2226655981821222,2302.0,1331.0,971.0,2.155198039056217,2.133676177521997,ASC
1712,E01001752,-0.8739076609046506,1.9290699295762792,2234.0,830.0,1404.0,3.1162698731564658,2.8029775904809298,ASC
1713,E01001753,-1.4229716119016431,2.108334236949952,3559.0,733.0,2826.0,6.272491924173912,3.531305848851595,ASC
1714,E01001754,-1.406853615058456,0.4419704429702392,3524.0,2149.0,1375.0,3.0519024754915534,1.8488240580286952,ASC
1715,E01001755,-1.368507895735608,-0.03695600474256824,3412.0,2910.0,502.0,1.1142218492340072,1.3315518909930395,ASC
1721,E01001761,-1.2970987277546056,0.1811853883890847,3218.0,2542.0,676.0,1.5004262352234836,1.4782841161436902,ASC
1726,E01001767,-0.8638421033510941,1.573215214207949,2220.0,1057.0,1163.0,2.5813546029066736,2.4370573175590438,ASC
1731,E01001773,-1.8486467353196192,0.4505681076334568,4551.0,2139.0,2412.0,5.3535918333713655,2.299214842953076,ASC
1732,E01001774,-1.0576386247546623,0.4802455781898154,2618.0,2100.0,518.0,1.1497348962215448,1.5378842029444777,ASC
1733,E01001775,-1.7500366468714643,-0.24838774537164265,4361.0,3279.0,1082.0,2.4015698025322623,1.5016489014998218,ASC
1734,E01001776,-1.635187985578335,0.4598954484813687,4100.0,2128.0,1972.0,4.376983041214069,2.0950834340597035,ASC
1735,E01001777,-1.18848442780552,0.3969028979711026,2954.0,2218.0,736.0,1.6336001614267517,1.585387325776623,ASC
1739,E01001782,-0.4093616310011021,1.8527818172107973,1472.0,873.0,599.0,1.3295196965959566,2.2621434482119,ASC
1740,E01001783,-1.7702157358949708,-0.5589819376999203,4407.0,3920.0,487.0,1.08092836768319,1.2112337981950505,ASC
1742,E01001785,-1.0412342074669818,0.5473339785464255,2581.0,2002.0,579.0,1.2851283878615343,1.588568186013407,ASC
1746,E01001789,-0.9515522065740624,0.7258140336437976,2383.0,1822.0,561.0,1.2451762100005537,1.67736624021786,ASC
1748,E01001791,-1.2760932059119034,0.5779231473727945,3167.0,1969.0,1198.0,2.659039393191913,1.854016353284698,ASC
1749,E01001792,-0.9405108462729476,1.0527898091604266,2360.0,1479.0,881.0,1.9554371497513152,1.9933006554333743,ASC
1763,E01001807,-0.9436942895980232,1.7533075044472224,2367.0,944.0,1423.0,3.1584416164541675,2.6970017940452458,ASC
1765,E01001809,-1.3799870708049686,0.2870949209203194,3442.0,2386.0,1056.0,2.3438611011775135,1.667081991725288,ASC
1770,E01001815,-1.3155142690513886,0.7403061436834122,3278.0,1803.0,1475.0,3.2738590191636656,2.0558204127348008,ASC
1772,E01001819,-0.29390755522706585,2.365944111811116,1330.0,614.0,716.0,1.5892088526923287,2.6598516670381818,ASC
1773,E01001820,-1.4961147041871024,0.14751861312152886,3748.0,2591.0,1157.0,2.5680372102863465,1.6436333173086313,ASC
1774,E01001821,-1.8122013221397864,-0.5060387536577589,4487.0,3818.0,669.0,1.4848892771664357,1.3061625684820275,ASC
1776,E01001823,-1.3438925734686813,0.8160302147171102,3350.0,1714.0,1636.0,3.631209054475768,2.159922788185792,ASC
1777,E01001824,-1.5236238337600718,0.3089795913769018,3823.0,2346.0,1477.0,3.2782981500371084,1.8326034251369736,ASC
1778,E01001825,-1.3906197407455634,-0.03657043116466563,3471.0,2909.0,562.0,1.2473957754372749,1.3540493095808976,ASC
1780,E01001827,-1.7499372935541104,-0.5123630820323778,4360.0,3832.0,528.0,1.1719305505887565,1.2375742115217323,ASC
1783,E01001830,-1.1172504921933724,0.4880796461124677,2761.0,2088.0,673.0,1.4937675389133205,1.6053301383058403,ASC
1784,E01001831,-0.6811804060744858,1.2535682514052835,1900.0,1307.0,593.0,1.31620230397563,1.9347486574797688,ASC
1786,E01001833,-0.8262005474225821,0.9827695334964888,2147.0,1553.0,594.0,1.3184218694123508,1.8089700809190712,ASC
1787,E01001834,-0.6279437263605394,1.2229974083941373,1809.0,1330.0,479.0,1.0631718441894211,1.8509411347546767,ASC
1792,E01001839,-1.0621603396598152,0.9386925250835934,2633.0,1585.0,1048.0,2.3261045776837443,2.0008528647434085,ASC
1796,E01001843,-0.7259390470984282,2.6671254347039057,1968.0,508.0,1460.0,3.240565537612849,3.3930644818023343,ASC
1798,E01001845,-1.7366620243909754,-0.3508355531911337,4337.0,3504.0,833.0,1.848898008788701,1.3858264711998416,ASC
1799,E01001846,-1.8190295286755758,-0.5397624405328576,4500.0,3896.0,604.0,1.3406175237795623,1.2792670881427184,ASC
1801,E01001848,-1.14080349101905,0.4993803007874494,2836.0,2075.0,761.0,1.6890892973447795,1.6401837918064994,ASC
1804,E01001851,0.8828267698784892,6.307362542571435,404.0,62.0,342.0,0.7590913793586264,5.424535772692947,ASC
1810,E01001857,-1.120031209015304,0.3374536153857014,2768.0,2302.0,466.0,1.0343174935120465,1.4574848244010052,ASC
1821,E01001868,-1.1299772666227943,0.521049592172521,2811.0,2042.0,769.0,1.7068458208385486,1.6510268587953152,ASC
1822,E01001869,2.0467958309241028,6.25779987244209,81.0,63.0,18.0,0.039952177860980334,4.211004041517986,ASC
1839,E01001886,-0.4366057844558762,2.0274603368839936,1512.0,768.0,744.0,1.6513566849205203,2.46406612133987,ASC
1850,E01001897,1.2572028290041355,5.832777398690107,238.0,76.0,162.0,0.359569600748823,4.575574569685972,ASC
1854,E01001901,1.5324929349977094,4.633129528604728,149.0,131.0,18.0,0.039952177860980334,3.1006365936070184,ASC
1858,E01001905,0.8484112566268037,4.183679663792901,424.0,181.0,243.0,0.5393544011232345,3.3352684071660974,ASC
1869,E01001916,1.2787771543438775,4.440566285501175,230.0,146.0,84.0,0.18644349668457488,3.1617891311572976,ASC
1872,E01001919,1.4499853177698978,5.452632501108209,181.0,92.0,89.0,0.19754132386818046,4.002647183338311,ASC
1875,E01001922,2.206311327681963,6.4771517153243146,60.0,57.0,3.0,0.006658696310163389,4.270840387642352,ASC
1878,E01001925,2.606725948199649,8.026905698294287,32.0,23.0,9.0,0.019976088930490167,5.420179750094638,ASC
1879,E01001926,1.697555648538616,5.580131424009012,119.0,88.0,31.0,0.06880652853835502,3.882575775470396,ASC
1880,E01001927,1.8972493092410057,5.812287812062834,99.0,78.0,21.0,0.04661087417114372,3.9150385028218286,ASC
1901,E01001949,1.0746000418154449,3.826948345169479,325.0,227.0,98.0,0.2175174127986707,2.752348303354033,ASC
1902,E01001950,1.3171778143561172,5.298504683058759,218.0,100.0,118.0,0.2619087215330933,3.9813268687026424,ASC
1908,E01001956,-0.5558681863613792,1.9520928565318088,1692.0,813.0,879.0,1.9509980188778728,2.507961042893188,ASC
1919,E01001967,1.1126692618340133,4.716054964027878,302.0,125.0,177.0,0.39286308229964,3.603385702193864,ASC
1924,E01001972,-0.9237801317336558,0.6691725463113982,2326.0,1875.0,451.0,1.0010240119612297,1.592952678045054,ASC
1944,E01001992,1.2498809217611926,5.3785161744498815,241.0,96.0,145.0,0.3218369883245638,4.12863525268869,ASC
1945,E01001993,1.6921021321982526,6.074099905517808,120.0,71.0,49.0,0.10875870639933537,4.381997773319555,ASC
1960,E01002008,1.5923934503058796,7.8252550502492015,140.0,27.0,113.0,0.2508108943494877,6.2328615999433215,ASC
1970,E01002019,1.6309873641365806,4.38853192868642,131.0,153.0,-22.0,-0.04883043960786485,2.757544564549839,ASC
1976,E01002025,1.2098379396122316,6.081999739305866,255.0,70.0,185.0,0.41061960579340895,4.872161799693634,ASC
