,LSOA11CD,PCA_scores_11_nbr
409,E01000415,-11.156500987
410,E01000416,-10.35487926
411,E01000417,-16.602074146
412,E01000418,-16.466052535
413,E01000419,-12.044643067
414,E01000420,-12.309582954
415,E01000421,-9.803651497999999
416,E01000422,-15.171226935000002
417,E01000423,-11.087429722
418,E01000424,-10.51128258
419,E01000425,-11.390296941
420,E01000426,-8.905001033000001
421,E01000427,-9.239600175
422,E01000428,-14.145945772
423,E01000429,-8.310893939
424,E01000430,-6.358088077
425,E01000431,-12.517861111999999
426,E01000432,-10.470864622
427,E01000433,-10.416145758
428,E01000434,-10.740088042
429,E01000435,-14.439990576
430,E01000436,-9.735931043
431,E01000437,-9.594126403
432,E01000438,-9.719831115
433,E01000439,-9.745007502999998
434,E01000440,-11.353194890000001
435,E01000441,-11.578426261
436,E01000442,-15.647102428
437,E01000443,-7.5205463980000005
438,E01000444,-7.899593559
439,E01000445,-11.082450962
440,E01000446,-12.815694828
441,E01000447,-12.883057132000001
442,E01000448,-9.163899963
443,E01000449,-7.13969421
444,E01000450,-11.785670664
445,E01000451,-11.827694888
446,E01000452,-11.510634222
447,E01000453,-9.796767357
448,E01000454,-10.199375626
449,E01000455,-11.854375835
450,E01000456,-9.885888787999999
451,E01000457,-9.064018052999998
452,E01000458,-9.015020762999999
453,E01000459,-9.026040682
454,E01000460,-12.47655212
455,E01000461,-14.72387432
456,E01000462,-12.487557486
457,E01000463,-7.485765327
458,E01000464,-8.087557977000001
459,E01000465,-10.422350804
460,E01000466,-14.631285338000001
461,E01000467,-8.299881519
462,E01000468,-6.421026516
463,E01000469,-12.904839164
464,E01000470,-10.332183464
465,E01000471,-9.798663487999999
466,E01000472,-13.673367481
467,E01000473,-12.268242832
468,E01000474,-14.707733949
469,E01000475,-15.896607684
470,E01000476,-10.079173021999999
471,E01000477,-13.077131845
472,E01000478,-8.097442392
473,E01000479,-1.865650864
474,E01000480,13.767504085999999
475,E01000481,3.3372170249999997
476,E01000482,9.786473052
477,E01000483,-7.561153162
478,E01000484,6.14079072
479,E01000485,13.379715348
480,E01000486,6.402595495
481,E01000487,18.021394771
482,E01000488,3.8894850839999995
483,E01000489,11.764474328999999
484,E01000490,12.594083213
485,E01000491,25.571499503
486,E01000492,7.420849635000001
487,E01000493,-0.07217826700000018
488,E01000494,20.743923329
489,E01000495,18.947409953
490,E01000497,-2.754123272
491,E01000498,-4.542239503999999
492,E01000499,-6.859103905999999
493,E01000501,-5.999306899
494,E01000502,-7.687117455
495,E01000503,-5.874233259
496,E01000504,3.995467262
497,E01000505,-1.9684571149999999
498,E01000506,-9.763251137000001
499,E01000507,2.7110085520000005
500,E01000508,-9.437950584
501,E01000509,-6.902662865000001
502,E01000510,-10.012034360000001
503,E01000511,-7.239196232
504,E01000512,-5.3535314409999994
505,E01000513,-5.553801967
506,E01000514,-3.53647634
507,E01000515,-1.8835237270000005
508,E01000516,-5.295053736999999
509,E01000517,-1.336010479
510,E01000518,-7.656898432
511,E01000519,3.897582564000001
512,E01000520,-7.928056822
513,E01000521,-14.265039013
514,E01000522,-9.522848629999999
515,E01000523,-10.262409006999999
516,E01000524,-11.714629025
517,E01000525,-9.490342333000001
518,E01000526,-8.175726943999999
519,E01000527,-13.898346637999998
520,E01000528,-10.515236138
521,E01000530,-4.659392947
522,E01000531,-5.01065741
523,E01000532,-7.620021614999999
524,E01000533,-11.570892312999998
525,E01000534,-5.847165482
526,E01000535,-10.480045878
527,E01000536,13.095147921
528,E01000538,21.386037276000003
529,E01000539,18.362385109
530,E01000540,23.717259076
531,E01000541,15.457981912
532,E01000543,-0.04478899500000022
533,E01000544,-4.930680585000001
534,E01000545,2.68401197
535,E01000546,5.73964228
536,E01000547,4.581113541000001
537,E01000548,5.574336006
538,E01000549,2.298011925
539,E01000550,-1.1322788580000003
540,E01000551,-3.374476584
541,E01000552,-2.541369512000001
542,E01000553,3.7851631030000004
543,E01000554,1.2114193470000005
544,E01000555,1.3586418560000002
545,E01000556,6.706336327000001
546,E01000557,15.182752484000002
547,E01000558,6.381439417999999
548,E01000559,12.919586974
549,E01000560,20.506944637
550,E01000561,20.728672578000005
551,E01000562,-4.259966986
552,E01000563,-2.7870069929999994
553,E01000564,-7.6898516820000005
554,E01000565,-7.733076248
555,E01000566,-4.98011937
556,E01000567,-3.812220726
557,E01000568,15.25990353
558,E01000569,-3.399136531
559,E01000570,-6.582605226
560,E01000571,4.510686860999999
561,E01000572,4.142557703
562,E01000573,9.227339893999998
563,E01000574,-2.1314347820000004
564,E01000575,4.999547674999999
565,E01000576,12.737528613999999
566,E01000577,-4.741902284
567,E01000578,1.2393169449999997
568,E01000579,-3.42844295
569,E01000580,12.844496374000002
570,E01000581,15.188773581
571,E01000582,9.236074524000001
572,E01000583,4.442507776
573,E01000584,0.8272454229999997
574,E01000585,-2.718760679
575,E01000586,-0.6120098179999994
576,E01000587,-8.779111667999999
577,E01000588,-5.436749473000001
578,E01000589,-8.434883803
579,E01000590,-5.1044600319999995
580,E01000591,-1.828259794
581,E01000592,-7.85437192
582,E01000593,-8.092797541000001
583,E01000594,-9.113708214
584,E01000595,-12.494685121
585,E01000596,-14.29889632
586,E01000599,-4.147675447999999
587,E01000600,-23.007535654
588,E01000601,-23.568136926999994
589,E01000602,-9.703797673
590,E01000603,-6.164929527000001
591,E01000604,-10.473552411
592,E01000605,-11.830670998999999
593,E01000606,-9.117312783
594,E01000607,-3.945632874
595,E01000608,-12.450899643
596,E01000609,-9.638652317
597,E01000610,-10.943077124999999
598,E01000611,-10.066421964999998
599,E01000612,-12.004403118000003
600,E01000613,-10.504828732
601,E01000615,-5.924636853000001
602,E01000616,-7.865207639
603,E01000617,-11.068500484000001
604,E01000618,-9.739424802999999
605,E01000619,-10.870687196999999
606,E01000620,-18.136351202
607,E01000621,-9.623181599
608,E01000622,-11.872055297000003
609,E01000623,-0.7016274339999999
610,E01000624,-4.3803259279999995
611,E01000625,-2.8200469989999997
612,E01000626,-9.531499779
613,E01000627,-8.588317541999999
614,E01000628,-9.539156303
615,E01000629,-2.7384362730000005
616,E01000630,-10.119299329
617,E01000631,-12.128473786
618,E01000632,-10.139081086000001
619,E01000633,-12.199478186
620,E01000634,-10.373316943999999
621,E01000635,-10.858814804
622,E01000636,-10.419111454
623,E01000637,-5.904075873
624,E01000638,-12.504705139999999
625,E01000639,-0.33819127000000027
626,E01000640,-7.153466695
627,E01000641,-6.157685935
628,E01000642,17.197988633
629,E01000643,-5.887365245
630,E01000644,-5.062128169
631,E01000645,-9.171511448000002
632,E01000646,-10.698078068000001
633,E01000647,-6.341195004000001
634,E01000648,-11.544512994
635,E01000649,-7.660694607
636,E01000650,-9.823176646
637,E01000651,-7.995856727
638,E01000652,-10.716374293
639,E01000653,-5.739188499
640,E01000654,-7.309481989
641,E01000655,-5.437269436999999
642,E01000656,-12.530193918999998
643,E01000657,-7.354166687
644,E01000658,-8.697164171999999
645,E01000659,-8.823537652999999
646,E01000661,-11.591662887999998
647,E01000662,-9.403154928
648,E01000663,-9.405237934
649,E01000664,-8.531170239
650,E01000665,-11.437313541999998
651,E01000666,-8.712445733
652,E01000667,-6.555600259
653,E01000668,-12.287995954
654,E01000669,-7.24562273
655,E01000670,-8.540186757999999
656,E01000671,-9.20519581
657,E01000672,-9.933217955
658,E01000673,-7.7200477329999995
659,E01000674,-9.30482967
660,E01000675,-10.222597567
661,E01000676,-8.718409682999999
662,E01000677,-9.022162561
663,E01000678,-9.585441567
664,E01000679,-7.936566195
665,E01000680,-12.12466884
666,E01000681,-10.479013998000001
667,E01000682,-7.213390281
668,E01000683,-8.775721165
669,E01000684,-8.248352293
670,E01000685,-11.338086325
671,E01000686,-9.987232199000001
672,E01000687,-8.02361049
673,E01000688,-5.775411307000001
674,E01000689,-12.083116297
675,E01000690,-8.64819847
676,E01000691,-7.9931755980000005
677,E01000692,-6.233208629999999
678,E01000693,-12.352597774
679,E01000694,-12.818062797000001
680,E01000695,-9.752742645
681,E01000696,-12.933562006999999
682,E01000697,-5.876299945
683,E01000698,-13.585963976000002
684,E01000699,-8.430504017
685,E01000700,-10.210023564
686,E01000701,-10.125646667
687,E01000702,-10.389582628
688,E01000703,-11.095979419
689,E01000704,-11.415343635
690,E01000705,-11.076364174
691,E01000706,-10.142395453999999
692,E01000707,-5.894814502
693,E01000708,-10.075723579000002
694,E01000709,-6.3575166119999995
695,E01000710,-11.993207797
696,E01000711,-6.922314799
697,E01000712,-7.693740556000001
698,E01000713,-7.881128258
699,E01000714,-9.197814955000002
700,E01000715,-6.039875719
701,E01000716,-4.106293596
702,E01000717,-6.794091256
703,E01000718,-6.945161357
704,E01000719,-12.464965805
705,E01000720,-14.884422918999999
706,E01000721,-7.682490136999999
707,E01000722,-13.758985941999999
708,E01000723,-11.170616624
709,E01000724,-9.999657161
710,E01000725,-13.590291314
711,E01000726,-9.934185935999999
712,E01000727,-9.040119066
713,E01000728,-13.996753911
714,E01000729,-8.512735573
715,E01000730,-14.758385205
716,E01000731,-7.542556987
717,E01000732,-7.804998843
718,E01000733,-9.290577541000001
719,E01000734,-14.219223278000001
720,E01000735,-15.659357314000001
721,E01000736,-7.067066401
722,E01000737,-12.180889006
723,E01000738,-12.333533618999999
724,E01000739,-8.461090036
725,E01000740,-14.398327404
726,E01000741,-4.96880385
727,E01000742,-9.859116863
728,E01000743,-14.868192138
729,E01000744,-12.314209374
730,E01000745,-15.727080285999998
731,E01000746,-11.061795507000001
732,E01000747,-17.535694284
733,E01000748,-8.480014647
734,E01000749,-12.718442572
735,E01000750,-7.051592891
736,E01000751,-11.310835931
737,E01000752,-14.098884825999999
738,E01000753,-9.660899372
739,E01000754,-7.803560948
740,E01000755,-7.980676439
741,E01000756,-11.428138707
742,E01000757,-9.662088674
743,E01000758,-9.808169793
744,E01000759,-17.676973499000002
745,E01000760,-8.424267402
746,E01000761,-5.756826313
747,E01000762,-7.4393619630000005
748,E01000763,-12.854653569000002
749,E01000764,-7.446626833
750,E01000765,-14.797287353
751,E01000766,-10.518539021
752,E01000767,-4.664062867
753,E01000768,-7.472160681
754,E01000769,-12.015844132
755,E01000770,-7.714781866
756,E01000771,-9.744502925
757,E01000772,-5.75281285
758,E01000773,-5.8982351689999994
759,E01000774,-9.044384744999999
760,E01000775,-10.22065416
761,E01000777,-7.798613410000001
762,E01000778,-10.033392748
763,E01000779,-19.846030994
764,E01000780,-9.816177988
765,E01000781,-9.809894789000001
766,E01000782,-14.763080443
767,E01000783,-7.786244189
768,E01000784,-12.422123724
769,E01000785,-6.7017544749999995
770,E01000786,-14.260413739
771,E01000787,-9.628907691
772,E01000788,-9.217338008
773,E01000789,-9.488129094000001
774,E01000790,-13.890969468
775,E01000791,-13.502192329
776,E01000792,-5.758766768
777,E01000793,-11.187867037000002
778,E01000794,-12.361611395
779,E01000795,-7.102441762
780,E01000796,-6.1383018410000005
781,E01000797,-10.973785647
782,E01000798,-9.527259959
783,E01000799,-12.401209964
784,E01000800,-11.680508803999999
785,E01000801,-13.698330923000002
786,E01000802,-9.394261487
787,E01000803,-10.772847642999999
788,E01000804,-14.039180181000003
789,E01000805,-7.257381666000001
790,E01000806,-14.050064233000002
791,E01000807,-13.258029245
792,E01000808,-10.620984123
793,E01000809,-8.552049758
794,E01000810,-7.8864747500000005
795,E01000811,-4.468539358999999
796,E01000812,-8.776193532999999
797,E01000813,-13.597184593
798,E01000814,-8.222200478
799,E01000815,-10.050143278999998
800,E01000816,-11.550662377
801,E01000818,-11.787359555000002
802,E01000819,-12.267718256000002
803,E01000820,-9.065280268
804,E01000822,-8.384374958
805,E01000823,-9.291400569
806,E01000824,-5.710373872
807,E01000825,-7.673788804
808,E01000826,-8.289947038
809,E01000827,-10.679162855999998
810,E01000828,-5.305702780000001
811,E01000829,-7.385564384
812,E01000830,-7.308210358
813,E01000831,-7.560515423
814,E01000832,-12.861303280000001
815,E01000833,-5.694308631
816,E01000834,-11.556775739
817,E01000835,-6.3981050040000005
818,E01000836,-4.810756684
819,E01000837,-8.755480603
820,E01000838,-12.757633077
821,E01000839,-12.910533356
822,E01000840,-9.011143743
823,E01000841,-7.956991024000001
824,E01000842,45.847043923
825,E01000843,41.449935380999996
826,E01000844,75.32882423500001
827,E01000845,39.555971242
828,E01000846,58.901443496
829,E01000847,45.736769016
830,E01000848,58.690343307000006
831,E01000849,36.6670346
832,E01000850,0.21501629299999997
833,E01000851,4.184807327
834,E01000852,-0.46976550700000086
835,E01000853,-2.241897439
836,E01000854,4.433988031
837,E01000855,-4.998402714
838,E01000856,0.14661172300000003
839,E01000857,40.258795379000006
840,E01000858,19.966718363
841,E01000859,21.589654948
842,E01000860,53.48628481
843,E01000861,-5.626783157999999
844,E01000862,12.554318137
845,E01000863,6.255541278000001
846,E01000864,-6.498003204
847,E01000865,-2.780577379
848,E01000866,-1.833057316
849,E01000867,-2.4819311859999997
850,E01000868,-5.568545157
851,E01000869,-3.378584787
852,E01000870,-0.9646161089999999
853,E01000871,84.40718225699999
854,E01000872,27.856279099
855,E01000873,40.078551005
856,E01000874,54.554717631
857,E01000875,20.062182727
858,E01000876,15.226556127999999
859,E01000877,46.397123638
860,E01000878,93.593462038
861,E01000879,59.314303636
862,E01000880,64.28868816399999
863,E01000881,55.356984703
864,E01000882,50.185418752000004
865,E01000883,47.356706394999996
866,E01000884,143.98907681
867,E01000885,86.86827499200001
868,E01000886,1.433834191
869,E01000887,25.630932667
870,E01000888,9.073636421
871,E01000889,-0.9366894019999996
872,E01000890,6.465195043
873,E01000891,-1.333982299
874,E01000892,27.638664039
875,E01000893,55.400494937000005
876,E01000894,54.355814903
877,E01000895,73.85488532
878,E01000896,38.71678484
879,E01000897,69.39337100099999
880,E01000898,49.433697829
881,E01000899,169.98209648799997
882,E01000900,-1.4023124590000002
883,E01000901,-2.7092302910000003
884,E01000902,8.516299688999998
885,E01000903,13.529690171999999
886,E01000904,4.4445701799999995
887,E01000905,6.809053914
888,E01000906,32.454071283000005
889,E01000907,14.408077766
890,E01000908,15.162332418999998
891,E01000909,14.2477392
892,E01000910,3.990345173
893,E01000911,1.908472484
894,E01000912,25.858204557999997
895,E01000913,102.938523307
896,E01000914,-5.4307140160000005
897,E01000915,-1.4927219219999999
898,E01000916,-4.68020725
899,E01000917,-1.696735333
900,E01000918,0.28104925000000003
901,E01000919,-0.4344210539999999
902,E01000920,-6.806453392
903,E01000921,-0.32513700899999987
904,E01000922,-3.0926767329999993
905,E01000923,-1.7832171039999998
906,E01000924,-1.6648914349999997
907,E01000925,-2.210369225
908,E01000926,-4.994596513
909,E01000927,-2.5496260630000003
910,E01000928,-1.616476067
911,E01000929,37.149967066
912,E01000930,15.274451578999999
913,E01000931,15.81171897
914,E01000932,20.582229028
915,E01000933,22.31167645
916,E01000934,36.953178498
917,E01000935,26.926198032000002
918,E01000936,-4.231641918999999
919,E01000937,-7.626106828999999
920,E01000938,-7.241111988
921,E01000939,-8.063455086000001
922,E01000940,-5.02179964
923,E01000941,-5.065261416
924,E01000942,-6.582515949
925,E01000943,-5.595173306
926,E01000944,1.7723796879999998
927,E01000945,-6.742846674000001
928,E01000946,29.109674815
929,E01000947,-4.414718560999999
930,E01000948,28.339650195
931,E01000949,0.8052180690000001
932,E01000950,0.12797766499999996
933,E01000951,-1.2156498259999997
934,E01000952,-7.572929617000001
935,E01000953,-18.227888245
936,E01000954,-7.438844338
937,E01000955,-7.018667708000001
938,E01000956,-8.161190846
939,E01000957,-7.632180756
940,E01000958,-7.00925386
941,E01000959,-4.461156506
942,E01000960,44.108025129
943,E01000961,51.105165582
944,E01000962,33.844049142
945,E01000963,112.85084412500001
946,E01000964,41.742312950000006
947,E01000965,35.123698197
948,E01000966,29.177242364999998
949,E01000967,66.09742641000001
950,E01000968,12.862174809999999
951,E01000969,51.915775623
952,E01000970,27.611669677
953,E01000971,24.887389514
954,E01000972,53.028231956000006
955,E01000973,40.99808585500001
956,E01000974,26.458154155
957,E01000975,-10.346365645999999
958,E01000976,-8.804902286999999
959,E01000977,-9.816152507
